jid,formation_energy_peratom,target,num_atoms
JVASP-122921,0.07005,0.07005,2
JVASP-122930,0.58423,0.58423,2
JVASP-122939,0.62451,0.62451,2
JVASP-122987,0.6925,0.6925,2
JVASP-12300,-0.89416,-0.89416,16
JVASP-123008,0.19184,0.19184,2
JVASP-123221,-0.91296,-0.91296,4
JVASP-12323,-2.7897,-2.7897,10
JVASP-123259,0.00148,0.00148,4
JVASP-12326,-2.19218,-2.19218,16
JVASP-123263,0.43928,0.43928,4
JVASP-123294,0.17751,0.17751,2
JVASP-123300,0.00937,0.00937,2
JVASP-123303,-0.00738,-0.00738,2
JVASP-123334,0.20096,0.20096,4
JVASP-123335,0.08328,0.08328,4
JVASP-123342,0.24175,0.24175,4
JVASP-123345,0.17999,0.17999,4
JVASP-123346,0.75689,0.75689,4
JVASP-123347,0.18681,0.18681,4
JVASP-123348,0.39452,0.39452,4
JVASP-123357,0.00245,0.00245,4
JVASP-123388,0.08542,0.08542,2
JVASP-1234,-3.35196,-3.35196,5
JVASP-123402,-0.18583,-0.18583,2
JVASP-12341,-1.90773,-1.90773,12
JVASP-123415,0.19134,0.19134,2
JVASP-12342,-2.44537,-2.44537,12
JVASP-123423,-0.42593,-0.42593,2
JVASP-123466,0.13989,0.13989,4
JVASP-12347,-0.75519,-0.75519,14
JVASP-123494,0.73178,0.73178,4
JVASP-123510,-0.3243,-0.3243,4
JVASP-123542,0.37288,0.37288,4
JVASP-123577,0.32118,0.32118,4
JVASP-123583,-0.14299,-0.14299,4
JVASP-123586,-0.7925,-0.7925,4
JVASP-123626,-0.77952,-0.77952,4
JVASP-123629,-0.77163,-0.77163,4
JVASP-123631,-0.09381,-0.09381,4
JVASP-123644,0.30957,0.30957,3
JVASP-123648,0.01132,0.01132,3
JVASP-123673,-0.28689,-0.28689,3
JVASP-123677,-0.57635,-0.57635,3
JVASP-123681,-0.4581,-0.4581,3
JVASP-123706,-0.1688,-0.1688,3
JVASP-123708,-0.34634,-0.34634,3
JVASP-123761,1.07689,1.07689,2
JVASP-123768,0.20796,0.20796,2
JVASP-123809,-0.14772,-0.14772,6
JVASP-123821,0.41403,0.41403,6
JVASP-123845,0.00024,0.00024,6
JVASP-123849,-0.17656,-0.17656,6
JVASP-123856,-0.04785,-0.04785,6
JVASP-123868,0.99075,0.99075,2
JVASP-123872,0.06986,0.06986,2
JVASP-123984,0.0475,0.0475,2
JVASP-12402,-0.64061,-0.64061,11
JVASP-12405,-3.41534,-3.41534,19
JVASP-124075,0.00269,0.00269,4
JVASP-12412,-3.24023,-3.24023,10
JVASP-124168,-0.27048,-0.27048,2
JVASP-12417,-1.88941,-1.88941,10
JVASP-124181,0.87528,0.87528,2
JVASP-124182,1.28165,1.28165,2
JVASP-124200,0.77245,0.77245,2
JVASP-124208,-0.02816,-0.02816,2
JVASP-124225,0.43829,0.43829,2
JVASP-124227,0.15253,0.15253,2
JVASP-124261,-0.91828,-0.91828,4
JVASP-124272,-0.94454,-0.94454,4
JVASP-124273,-0.36309,-0.36309,4
JVASP-124291,-0.00203,-0.00203,4
JVASP-124311,-0.50511,-0.50511,4
JVASP-124319,0.20141,0.20141,2
JVASP-124329,2.47111,2.47111,2
JVASP-124347,0.28447,0.28447,2
JVASP-12435,-1.89485,-1.89485,15
JVASP-124361,1.8165,1.8165,2
JVASP-124369,0.53281,0.53281,2
JVASP-12438,-0.5319,-0.5319,14
JVASP-124410,-0.21025,-0.21025,2
JVASP-12443,-3.19103,-3.19103,19
JVASP-124444,0.37933,0.37933,2
JVASP-124463,-0.09446,-0.09446,4
JVASP-124465,-0.03086,-0.03086,4
JVASP-124467,-0.04646,-0.04646,4
JVASP-124476,0.03525,0.03525,4
JVASP-124477,0.11929,0.11929,4
JVASP-124488,-0.52562,-0.52562,4
JVASP-124489,-0.02952,-0.02952,4
JVASP-124498,0.70141,0.70141,4
JVASP-124514,0.15609,0.15609,4
JVASP-124525,0.04441,0.04441,4
JVASP-124529,-0.85572,-0.85572,4
JVASP-12459,-1.448,-1.448,14
JVASP-124610,-0.34053,-0.34053,8
JVASP-124638,0.0127,0.0127,6
JVASP-12464,-1.15829,-1.15829,12
JVASP-124659,0.11075,0.11075,6
JVASP-124682,0.03143,0.03143,6
JVASP-124683,-0.05822,-0.05822,6
JVASP-12469,-1.08211,-1.08211,18
JVASP-124700,0.00333,0.00333,6
JVASP-12471,-0.34886,-0.34886,16
JVASP-124738,-0.00341,-0.00341,9
JVASP-12477,-1.50995,-1.50995,12
JVASP-124820,0.25519,0.25519,2
JVASP-124829,-0.23113,-0.23113,2
JVASP-124844,3.30373,3.30373,4
JVASP-124845,3.22816,3.22816,4
JVASP-124928,0.06386,0.06386,4
JVASP-124977,-0.849,-0.849,4
JVASP-12498,-2.64853,-2.64853,10
JVASP-124984,0.29071,0.29071,4
JVASP-124995,0.01145,0.01145,4
JVASP-125003,1.48279,1.48279,4
JVASP-125017,1.02895,1.02895,4
JVASP-125032,1.83384,1.83384,4
JVASP-125047,0.80225,0.80225,4
JVASP-125065,0.7124,0.7124,4
JVASP-125070,0.74132,0.74132,4
JVASP-125071,0.39853,0.39853,4
JVASP-125073,1.04021,1.04021,4
JVASP-125086,0.22827,0.22827,4
JVASP-125089,0.46431,0.46431,12
JVASP-125098,0.12382,0.12382,12
JVASP-1251,-2.21187,-2.21187,2
JVASP-125103,0.21267,0.21267,12
JVASP-125133,0.26508,0.26508,12
JVASP-125149,0.39696,0.39696,12
JVASP-125164,0.29835,0.29835,12
JVASP-125189,-1.34193,-1.34193,4
JVASP-125213,-0.94663,-0.94663,4
JVASP-125231,-0.49315,-0.49315,4
JVASP-125233,-1.75713,-1.75713,4
JVASP-125330,-0.30562,-0.30562,9
JVASP-125376,-0.16988,-0.16988,4
JVASP-125389,-0.58415,-0.58415,4
JVASP-125397,0.63349,0.63349,4
JVASP-1254,-0.4428,-0.4428,4
JVASP-125451,-0.27382,-0.27382,4
JVASP-125489,-0.23831,-0.23831,4
JVASP-125505,0.45089,0.45089,4
JVASP-125509,-0.45316,-0.45316,4
JVASP-125511,0.14805,0.14805,4
JVASP-125521,0.69484,0.69484,4
JVASP-12553,-1.33377,-1.33377,10
JVASP-125530,-0.29109,-0.29109,4
JVASP-125531,0.25573,0.25573,4
JVASP-125546,-0.48938,-0.48938,4
JVASP-125551,-0.0934,-0.0934,4
JVASP-125562,0.18932,0.18932,4
JVASP-125566,0.02055,0.02055,4
JVASP-12568,-1.51768,-1.51768,13
JVASP-125690,0.05858,0.05858,4
JVASP-125693,-0.15794,-0.15794,4
JVASP-125702,0.26668,0.26668,4
JVASP-125709,0.09452,0.09452,4
JVASP-12571,-1.00319,-1.00319,16
JVASP-125726,0.01826,0.01826,4
JVASP-125742,0.43787,0.43787,4
JVASP-125772,-0.25645,-0.25645,4
JVASP-125807,0.10194,0.10194,4
JVASP-125820,0.1829,0.1829,4
JVASP-125824,0.91061,0.91061,4
JVASP-125834,0.73797,0.73797,4
JVASP-12586,-1.49137,-1.49137,16
JVASP-125875,0.47479,0.47479,4
JVASP-12588,-2.05521,-2.05521,14
JVASP-12596,-0.58516,-0.58516,17
JVASP-12606,-1.41346,-1.41346,10
JVASP-126108,0.07556,0.07556,4
JVASP-126109,0.89765,0.89765,4
JVASP-12611,-2.14992,-2.14992,10
JVASP-126115,0.0227,0.0227,4
JVASP-126223,2.15107,2.15107,2
JVASP-126232,-1.29971,-1.29971,2
JVASP-126242,0.18664,0.18664,2
JVASP-126244,0.39965,0.39965,2
JVASP-12626,-1.50129,-1.50129,10
JVASP-126264,0.56353,0.56353,2
JVASP-126265,1.17375,1.17375,2
JVASP-126273,0.09456,0.09456,4
JVASP-126280,0.10113,0.10113,4
JVASP-126288,-0.30602,-0.30602,4
JVASP-126301,0.57765,0.57765,4
JVASP-126305,1.67874,1.67874,4
JVASP-126309,-0.1176,-0.1176,4
JVASP-126320,-0.26752,-0.26752,4
JVASP-126334,0.13525,0.13525,4
JVASP-126344,0.13254,0.13254,4
JVASP-126348,0.23975,0.23975,4
JVASP-126349,-0.36465,-0.36465,4
JVASP-12635,-2.25022,-2.25022,19
JVASP-126354,-0.27609,-0.27609,4
JVASP-126356,-0.12121,-0.12121,4
JVASP-126381,-0.54066,-0.54066,4
JVASP-126383,0.03136,0.03136,4
JVASP-126390,-0.27735,-0.27735,4
JVASP-126393,0.45643,0.45643,4
JVASP-12640,-1.84677,-1.84677,18
JVASP-126405,-0.40363,-0.40363,4
JVASP-126436,-0.28256,-0.28256,4
JVASP-126444,-0.32503,-0.32503,4
JVASP-126455,-0.27281,-0.27281,4
JVASP-126473,-0.43236,-0.43236,4
JVASP-126477,0.54348,0.54348,4
JVASP-126492,1.13419,1.13419,4
JVASP-126499,0.2976,0.2976,4
JVASP-126513,0.19162,0.19162,4
JVASP-12652,-1.75052,-1.75052,18
JVASP-126537,-0.82678,-0.82678,4
JVASP-126540,-0.457,-0.457,4
JVASP-126543,0.18268,0.18268,4
JVASP-126544,0.43198,0.43198,4
JVASP-126566,0.75883,0.75883,4
JVASP-126571,0.59503,0.59503,4
JVASP-126588,-0.41282,-0.41282,4
JVASP-126605,0.00244,0.00244,4
JVASP-126617,-0.72946,-0.72946,4
JVASP-126646,-0.1505,-0.1505,2
JVASP-126649,-0.20994,-0.20994,2
JVASP-126687,-0.86077,-0.86077,2
JVASP-126720,1.59302,1.59302,2
JVASP-126722,0.08551,0.08551,2
JVASP-126788,-0.06385,-0.06385,2
JVASP-126792,0.07812,0.07812,2
JVASP-12681,-3.11826,-3.11826,11
JVASP-126811,0.16816,0.16816,2
JVASP-126827,-0.25993,-0.25993,2
JVASP-126836,0.07576,0.07576,2
JVASP-126849,-0.57973,-0.57973,2
JVASP-126851,0.72388,0.72388,2
JVASP-126867,0.16698,0.16698,2
JVASP-12687,-2.45482,-2.45482,16
JVASP-126879,-0.14085,-0.14085,4
JVASP-126885,-0.03824,-0.03824,4
JVASP-126905,-0.43157,-0.43157,4
JVASP-126907,0.45611,0.45611,4
JVASP-126911,-0.57043,-0.57043,4
JVASP-126916,0.28444,0.28444,4
JVASP-126917,0.03461,0.03461,4
JVASP-126936,0.15709,0.15709,4
JVASP-126946,-0.12802,-0.12802,4
JVASP-126991,0.80648,0.80648,4
JVASP-127006,-0.13918,-0.13918,4
JVASP-12702,-1.41431,-1.41431,18
JVASP-127021,0.28248,0.28248,4
JVASP-127022,0.35367,0.35367,4
JVASP-127035,-0.11891,-0.11891,4
JVASP-127090,0.05333,0.05333,2
JVASP-12710,-0.80294,-0.80294,18
JVASP-127106,0.01043,0.01043,2
JVASP-127251,-0.64078,-0.64078,2
JVASP-127266,0.22898,0.22898,2
JVASP-127270,0.62634,0.62634,2
JVASP-127272,0.00435,0.00435,2
JVASP-127286,-0.18186,-0.18186,2
JVASP-12729,-0.44391,-0.44391,15
JVASP-127293,-0.30877,-0.30877,2
JVASP-127304,0.35551,0.35551,2
JVASP-127318,1.04098,1.04098,4
JVASP-127338,0.64035,0.64035,2
JVASP-127346,0.26403,0.26403,2
JVASP-127347,-0.73408,-0.73408,2
JVASP-127353,0.26936,0.26936,2
JVASP-127361,0.2364,0.2364,2
JVASP-127363,0.8737,0.8737,2
JVASP-127366,-0.04395,-0.04395,2
JVASP-127371,0.08142,0.08142,2
JVASP-127382,0.03583,0.03583,8
JVASP-127386,0.10358,0.10358,8
JVASP-12740,-1.66392,-1.66392,18
JVASP-127407,0.18147,0.18147,8
JVASP-127453,0.16698,0.16698,8
JVASP-12746,-0.88932,-0.88932,10
JVASP-127465,0.15757,0.15757,8
JVASP-127470,0.1712,0.1712,2
JVASP-127475,0.22188,0.22188,2
JVASP-127490,0.15677,0.15677,2
JVASP-127496,-0.38781,-0.38781,2
JVASP-127498,-0.28896,-0.28896,2
JVASP-127506,0.33179,0.33179,2
JVASP-127531,0.22529,0.22529,4
JVASP-127534,-2.74375,-2.74375,4
JVASP-127540,-1.29925,-1.29925,4
JVASP-127564,0.20876,0.20876,4
JVASP-12758,-1.07804,-1.07804,18
JVASP-12759,-0.98221,-0.98221,10
JVASP-1276,-2.36365,-2.36365,2
JVASP-127604,-0.18948,-0.18948,4
JVASP-12764,-2.35004,-2.35004,12
JVASP-127646,1.48595,1.48595,4
JVASP-127650,0.91192,0.91192,4
JVASP-127651,1.60451,1.60451,4
JVASP-127682,0.52628,0.52628,4
JVASP-127687,0.62375,0.62375,4
JVASP-127689,0.63656,0.63656,4
JVASP-127702,0.32628,0.32628,4
JVASP-127704,0.95409,0.95409,4
JVASP-127733,0.42567,0.42567,2
JVASP-127751,0.02706,0.02706,2
JVASP-127766,0.15238,0.15238,2
JVASP-127770,-0.00875,-0.00875,2
JVASP-127772,-0.28084,-0.28084,2
JVASP-127784,0.33807,0.33807,2
JVASP-127794,0.5186,0.5186,2
JVASP-127799,-0.11786,-0.11786,2
JVASP-127807,-0.05385,-0.05385,2
JVASP-127810,0.09359,0.09359,2
JVASP-127811,3.56755,3.56755,2
JVASP-12782,-2.36618,-2.36618,12
JVASP-127827,0.6116,0.6116,2
JVASP-127837,0.02886,0.02886,2
JVASP-127856,1.45418,1.45418,2
JVASP-12788,-0.26412,-0.26412,8
JVASP-1279,-2.11365,-2.11365,2
JVASP-12792,-0.53304,-0.53304,22
JVASP-127955,0.06906,0.06906,4
JVASP-127968,-0.00159,-0.00159,4
JVASP-128001,-0.18831,-0.18831,4
JVASP-128037,0.11101,0.11101,4
JVASP-128041,1.27756,1.27756,4
JVASP-128045,-0.14962,-0.14962,4
JVASP-128048,0.71852,0.71852,4
JVASP-128053,0.70357,0.70357,4
JVASP-128061,0.16597,0.16597,4
JVASP-128062,-0.18086,-0.18086,4
JVASP-128075,1.45723,1.45723,4
JVASP-128088,0.68677,0.68677,4
JVASP-128096,-0.87236,-0.87236,4
JVASP-128097,-0.31721,-0.31721,4
JVASP-128101,-0.02015,-0.02015,4
JVASP-128104,0.47003,0.47003,4
JVASP-128113,-1.06547,-1.06547,4
JVASP-128121,-0.44519,-0.44519,4
JVASP-128124,-1.07419,-1.07419,4
JVASP-128149,-0.05838,-0.05838,2
JVASP-128159,0.83089,0.83089,2
JVASP-128167,0.10715,0.10715,2
JVASP-128181,-0.23924,-0.23924,2
JVASP-128183,0.22772,0.22772,2
JVASP-128207,-0.29235,-0.29235,2
JVASP-128218,0.97719,0.97719,2
JVASP-128231,0.63772,0.63772,2
JVASP-128242,-0.14197,-0.14197,2
JVASP-128246,0.63097,0.63097,2
JVASP-128254,2.46248,2.46248,2
JVASP-128257,0.60409,0.60409,2
JVASP-128270,-0.51102,-0.51102,2
JVASP-128277,-0.32809,-0.32809,2
JVASP-128290,0.7096,0.7096,2
JVASP-128295,0.2594,0.2594,2
JVASP-128313,-0.44405,-0.44405,4
JVASP-128315,0.02358,0.02358,4
JVASP-128317,-0.54145,-0.54145,4
JVASP-128320,0.00863,0.00863,4
JVASP-128321,-0.16618,-0.16618,4
JVASP-128339,-0.20728,-0.20728,4
JVASP-128340,0.12477,0.12477,4
JVASP-128352,0.28312,0.28312,4
JVASP-128359,0.08223,0.08223,4
JVASP-128364,0.0969,0.0969,4
JVASP-128375,-0.56181,-0.56181,4
JVASP-128386,-0.62296,-0.62296,4
JVASP-128396,-0.07417,-0.07417,4
JVASP-128428,-0.52714,-0.52714,3
JVASP-128434,-1.0489,-1.0489,3
JVASP-128443,-0.38402,-0.38402,3
JVASP-128454,-0.13677,-0.13677,3
JVASP-128457,-1.04817,-1.04817,3
JVASP-128458,0.03553,0.03553,3
JVASP-128463,-0.31167,-0.31167,3
JVASP-128476,1.44928,1.44928,2
JVASP-128477,0.38565,0.38565,2
JVASP-128500,0.79148,0.79148,2
JVASP-128502,0.29991,0.29991,2
JVASP-128568,1.75287,1.75287,2
JVASP-128574,0.10009,0.10009,2
JVASP-128604,2.61791,2.61791,2
JVASP-128606,0.75377,0.75377,2
JVASP-128616,0.59785,0.59785,2
JVASP-128619,0.34962,0.34962,2
JVASP-128623,3.45203,3.45203,2
JVASP-128630,1.19147,1.19147,4
JVASP-128656,0.88747,0.88747,4
JVASP-128664,0.6571,0.6571,4
JVASP-128689,0.66987,0.66987,4
JVASP-12870,-2.98287,-2.98287,4
JVASP-128726,0.20794,0.20794,3
JVASP-128760,0.08273,0.08273,3
JVASP-12878,-0.11815,-0.11815,8
JVASP-128804,0.24784,0.24784,2
JVASP-128818,0.4473,0.4473,2
JVASP-128827,0.09742,0.09742,6
JVASP-128832,0.11744,0.11744,6
JVASP-128842,0.06098,0.06098,6
JVASP-128850,0.27205,0.27205,6
JVASP-128851,0.08587,0.08587,6
JVASP-12888,-1.6472,-1.6472,16
JVASP-128881,0.47814,0.47814,2
JVASP-128895,1.70818,1.70818,2
JVASP-128900,0.42594,0.42594,2
JVASP-128904,-0.80783,-0.80783,2
JVASP-128920,-0.93154,-0.93154,2
JVASP-12894,-0.92992,-0.92992,18
JVASP-128943,0.0216,0.0216,4
JVASP-12895,-2.04279,-2.04279,12
JVASP-128952,-0.07691,-0.07691,4
JVASP-12896,-0.12702,-0.12702,12
JVASP-128961,0.20517,0.20517,4
JVASP-128962,0.53875,0.53875,4
JVASP-128972,-0.29148,-0.29148,4
JVASP-12905,-1.58334,-1.58334,18
JVASP-129082,0.05134,0.05134,4
JVASP-129089,-0.02437,-0.02437,4
JVASP-129099,0.73241,0.73241,4
JVASP-12910,-1.60199,-1.60199,16
JVASP-129130,0.03999,0.03999,4
JVASP-129145,0.27182,0.27182,2
JVASP-129199,0.7005,0.7005,4
JVASP-129203,1.1972,1.1972,4
JVASP-129221,0.94658,0.94658,4
JVASP-129225,-0.55429,-0.55429,4
JVASP-129228,1.0605,1.0605,4
JVASP-129256,-0.0277,-0.0277,4
JVASP-129280,-0.28266,-0.28266,4
JVASP-129283,0.16111,0.16111,2
JVASP-129323,0.7906,0.7906,2
JVASP-129331,0.05345,0.05345,2
JVASP-129332,0.33351,0.33351,2
JVASP-129338,0.35997,0.35997,2
JVASP-129350,-0.10426,-0.10426,2
JVASP-129351,0.48286,0.48286,2
JVASP-129353,0.09805,0.09805,2
JVASP-129356,0.65768,0.65768,2
JVASP-129376,0.49679,0.49679,2
JVASP-129396,1.34945,1.34945,2
JVASP-129399,-0.32937,-0.32937,2
JVASP-129409,0.50332,0.50332,2
JVASP-129422,-0.01069,-0.01069,4
JVASP-129455,0.56085,0.56085,2
JVASP-129461,0.74975,0.74975,2
JVASP-129506,0.37587,0.37587,2
JVASP-129517,0.26854,0.26854,2
JVASP-129550,-0.57164,-0.57164,2
JVASP-129561,0.36225,0.36225,2
JVASP-129566,-0.10795,-0.10795,2
JVASP-129581,-0.2014,-0.2014,2
JVASP-129592,0.17148,0.17148,2
JVASP-129596,0.30459,0.30459,2
JVASP-12963,-0.04145,-0.04145,12
JVASP-12977,-0.74389,-0.74389,18
JVASP-129831,0.29382,0.29382,4
JVASP-129835,-0.17541,-0.17541,4
JVASP-129868,0.5604,0.5604,4
JVASP-129884,0.18052,0.18052,4
JVASP-129904,0.13518,0.13518,4
JVASP-129914,0.2133,0.2133,3
JVASP-129916,-0.07654,-0.07654,3
JVASP-129939,0.17743,0.17743,8
JVASP-129942,0.27596,0.27596,8
JVASP-129948,0.00579,0.00579,8
JVASP-129967,0.31842,0.31842,8
JVASP-129986,0.10018,0.10018,8
JVASP-1300,-1.62337,-1.62337,2
JVASP-130017,0.34922,0.34922,8
JVASP-130044,0.0189,0.0189,9
JVASP-130047,-0.3242,-0.3242,9
JVASP-13005,-0.3344,-0.3344,12
JVASP-130054,-0.53794,-0.53794,9
JVASP-130079,0.03575,0.03575,9
JVASP-13010,-1.75943,-1.75943,18
JVASP-130147,-0.39098,-0.39098,2
JVASP-130164,-0.07231,-0.07231,4
JVASP-13017,-0.91653,-0.91653,12
JVASP-13028,-0.18229,-0.18229,18
JVASP-130391,0.10812,0.10812,4
JVASP-130515,-0.09363,-0.09363,4
JVASP-130543,-0.43382,-0.43382,2
JVASP-130581,-0.37163,-0.37163,2
JVASP-13066,-0.74086,-0.74086,16
JVASP-130700,-0.14567,-0.14567,9
JVASP-130735,0.02649,0.02649,9
JVASP-130742,0.06057,0.06057,9
JVASP-130760,-0.11292,-0.11292,9
JVASP-130794,-0.43751,-0.43751,9
JVASP-130797,-0.34886,-0.34886,9
JVASP-130808,-0.05535,-0.05535,9
JVASP-130832,-0.15946,-0.15946,4
JVASP-130833,-0.75668,-0.75668,4
JVASP-130880,0.68843,0.68843,2
JVASP-13102,-1.36799,-1.36799,14
JVASP-131066,-0.02258,-0.02258,2
JVASP-131144,1.13473,1.13473,2
JVASP-131327,0.97378,0.97378,4
JVASP-131390,0.13827,0.13827,2
JVASP-13140,-0.33814,-0.33814,13
JVASP-131408,0.02963,0.02963,4
JVASP-131417,0.05697,0.05697,4
JVASP-131453,-0.62757,-0.62757,4
JVASP-131678,0.81122,0.81122,4
JVASP-131735,-0.08448,-0.08448,9
JVASP-131919,0.0652,0.0652,8
JVASP-131971,-0.51964,-0.51964,2
JVASP-131989,-0.02666,-0.02666,4
JVASP-132006,-0.03772,-0.03772,4
JVASP-132022,-0.0616,-0.0616,4
JVASP-132037,-1.05387,-1.05387,4
JVASP-132058,0.14441,0.14441,2
JVASP-132197,-0.01033,-0.01033,29
JVASP-132201,0.08126,0.08126,29
JVASP-132216,-0.01733,-0.01733,29
JVASP-132224,-0.03137,-0.03137,29
JVASP-132240,-0.00982,-0.00982,29
JVASP-132248,0.0515,0.0515,29
JVASP-132296,0.24565,0.24565,2
JVASP-132315,-0.26171,-0.26171,4
JVASP-132326,0.30604,0.30604,4
JVASP-132338,-0.32128,-0.32128,4
JVASP-132390,0.00705,0.00705,8
JVASP-132434,0.01703,0.01703,32
JVASP-132442,-0.10799,-0.10799,32
JVASP-13246,-2.67434,-2.67434,12
JVASP-132472,0.00898,0.00898,32
JVASP-132477,-0.11118,-0.11118,32
JVASP-132497,0.01344,0.01344,32
JVASP-132586,0.0493,0.0493,4
JVASP-132737,0.11571,0.11571,2
JVASP-132776,0.05899,0.05899,6
JVASP-13282,-2.60345,-2.60345,16
JVASP-132846,-2.51607,-2.51607,30
JVASP-132849,-2.50235,-2.50235,12
JVASP-132861,-1.76894,-1.76894,20
JVASP-132863,-0.801,-0.801,18
JVASP-132865,-1.88238,-1.88238,28
JVASP-132868,-2.49279,-2.49279,20
JVASP-132886,-2.68638,-2.68638,20
JVASP-132889,-2.59874,-2.59874,14
JVASP-132891,-1.09591,-1.09591,14
JVASP-132906,-2.20882,-2.20882,28
JVASP-132907,-0.87778,-0.87778,11
JVASP-132920,-0.08025,-0.08025,26
JVASP-132992,-1.50184,-1.50184,24
JVASP-13301,-1.91375,-1.91375,13
JVASP-133116,-3.42093,-3.42093,22
JVASP-133128,-1.66169,-1.66169,12
JVASP-133130,-0.78171,-0.78171,12
JVASP-133138,-0.32687,-0.32687,12
JVASP-133191,-1.86339,-1.86339,16
JVASP-133211,-0.77964,-0.77964,16
JVASP-133213,-1.41505,-1.41505,16
JVASP-133214,-1.6242,-1.6242,22
JVASP-133222,-1.86406,-1.86406,24
JVASP-133228,-0.30561,-0.30561,16
JVASP-133251,-0.2742,-0.2742,20
JVASP-133262,-0.50439,-0.50439,16
JVASP-133272,-0.38877,-0.38877,22
JVASP-133279,-2.98432,-2.98432,22
JVASP-133284,-2.21154,-2.21154,22
JVASP-133306,-0.1879,-0.1879,29
JVASP-133308,-1.11725,-1.11725,26
JVASP-133324,-0.46596,-0.46596,24
JVASP-133388,-2.2483,-2.2483,22
JVASP-133395,-0.91651,-0.91651,21
JVASP-133418,-0.21584,-0.21584,12
JVASP-133419,-0.53763,-0.53763,12
JVASP-133421,-2.80085,-2.80085,18
JVASP-133422,-1.05256,-1.05256,24
JVASP-133425,-1.39601,-1.39601,14
JVASP-133435,-0.64605,-0.64605,22
JVASP-133436,-0.11755,-0.11755,16
JVASP-133438,-3.04376,-3.04376,24
JVASP-133442,-0.9866,-0.9866,22
JVASP-133452,-0.64809,-0.64809,30
JVASP-133463,-0.41166,-0.41166,12
JVASP-133481,-0.40078,-0.40078,14
JVASP-133489,-0.19594,-0.19594,19
JVASP-13350,-1.79893,-1.79893,11
JVASP-13351,-2.28757,-2.28757,14
JVASP-133521,-0.63686,-0.63686,18
JVASP-133531,-0.95864,-0.95864,14
JVASP-133545,-2.80331,-2.80331,26
JVASP-13355,-1.55978,-1.55978,14
JVASP-133584,-1.81778,-1.81778,26
JVASP-133591,-2.87852,-2.87852,20
JVASP-133594,-3.4115,-3.4115,15
JVASP-133600,-1.93722,-1.93722,20
JVASP-133606,-2.69038,-2.69038,28
JVASP-133609,-1.71141,-1.71141,22
JVASP-133626,-1.06113,-1.06113,18
JVASP-133657,-1.57774,-1.57774,18
JVASP-13366,-2.5566,-2.5566,14
JVASP-133713,-2.48094,-2.48094,24
JVASP-133723,1.89496,1.89496,3
JVASP-133724,1.05613,1.05613,3
JVASP-133745,0.28763,0.28763,3
JVASP-133759,0.27413,0.27413,4
JVASP-133787,-1.94131,-1.94131,6
JVASP-133796,-0.22439,-0.22439,3
JVASP-133825,3.04693,3.04693,2
JVASP-133831,-0.18227,-0.18227,4
JVASP-133838,0.46789,0.46789,2
JVASP-133843,0.36842,0.36842,2
JVASP-133849,-0.14931,-0.14931,3
JVASP-133855,-0.10042,-0.10042,3
JVASP-133857,-0.47037,-0.47037,3
JVASP-133869,-1.7037,-1.7037,4
JVASP-133881,-1.70336,-1.70336,4
JVASP-133893,-0.46168,-0.46168,3
JVASP-133895,-1.09886,-1.09886,4
JVASP-1339,-1.10795,-1.10795,3
JVASP-133901,-0.07532,-0.07532,3
JVASP-133904,0.08804,0.08804,3
JVASP-133912,-3.66295,-3.66295,5
JVASP-133920,-0.85598,-0.85598,5
JVASP-133930,-2.4416,-2.4416,4
JVASP-133931,-2.54312,-2.54312,6
JVASP-133957,-1.79846,-1.79846,4
JVASP-133959,-0.33335,-0.33335,3
JVASP-133962,-0.75159,-0.75159,3
JVASP-133990,-1.0712,-1.0712,4
JVASP-134003,-0.32359,-0.32359,4
JVASP-134027,-0.46165,-0.46165,3
JVASP-134030,-0.17976,-0.17976,3
JVASP-13407,-1.2175,-1.2175,24
JVASP-134075,0.11251,0.11251,3
JVASP-134088,0.2736,0.2736,3
JVASP-134093,-0.70388,-0.70388,6
JVASP-13412,-0.66859,-0.66859,22
JVASP-134120,-1.12878,-1.12878,3
JVASP-134123,-1.06183,-1.06183,3
JVASP-134129,-0.34274,-0.34274,3
JVASP-134140,-0.4121,-0.4121,4
JVASP-13416,-3.24591,-3.24591,26
JVASP-134196,-1.50447,-1.50447,4
JVASP-1342,-1.57409,-1.57409,3
JVASP-134211,-1.2988,-1.2988,4
JVASP-134217,-0.70008,-0.70008,4
JVASP-13423,-0.14291,-0.14291,20
JVASP-134250,-0.43033,-0.43033,2
JVASP-134259,0.05466,0.05466,3
JVASP-134267,0.18765,0.18765,3
JVASP-134276,0.88043,0.88043,3
JVASP-134289,-1.4487,-1.4487,3
JVASP-134296,-1.65367,-1.65367,4
JVASP-134341,0.85899,0.85899,3
JVASP-134347,1.81329,1.81329,3
JVASP-134366,2.9656,2.9656,3
JVASP-134382,-0.80157,-0.80157,3
JVASP-134393,-0.60981,-0.60981,3
JVASP-134400,0.02725,0.02725,3
JVASP-134429,-0.38874,-0.38874,4
JVASP-134434,-0.43854,-0.43854,3
JVASP-134438,-0.49658,-0.49658,4
JVASP-134452,0.05752,0.05752,4
JVASP-134466,-1.23157,-1.23157,4
JVASP-134469,-0.21965,-0.21965,4
JVASP-134478,-0.55477,-0.55477,3
JVASP-134480,0.72939,0.72939,3
JVASP-134483,-0.45736,-0.45736,3
JVASP-134498,-0.23779,-0.23779,3
