jid,optb88vdw_bandgap,target,num_atoms
JVASP-86789,1.472,1.472,8
JVASP-64972,0.0,0.0,6
JVASP-64858,0.0,0.0,6
JVASP-48114,0.0,0.0,12
JVASP-65006,0.0,0.0,4
JVASP-98251,1.481,1.481,38
JVASP-87128,0.0,0.0,4
JVASP-98020,0.009,0.009,30
JVASP-98528,2.249,2.249,32
JVASP-97453,3.958,3.958,39
JVASP-98638,5.728,5.728,68
JVASP-91856,0.0,0.0,8
JVASP-64715,0.0,0.0,6
JVASP-98470,1.771,1.771,42
JVASP-42435,0.0,0.0,8
JVASP-64311,0.0,0.0,6
JVASP-98317,0.616,0.616,20
JVASP-98405,0.0,0.0,40
JVASP-65295,0.0,0.0,6
JVASP-65146,0.0,0.0,6
JVASP-61193,0.0,0.0,4
JVASP-5170,0.0,0.0,4
JVASP-42321,0.0,0.0,24
JVASP-88178,1.51,1.51,24
JVASP-64663,0.0,0.0,6
JVASP-85799,3.222,3.222,16
JVASP-14960,0.0,0.0,8
JVASP-64375,0.0,0.0,6
JVASP-64932,0.0,0.0,6
JVASP-60874,0.829,0.829,15
JVASP-97828,0.75,0.75,40
JVASP-88024,0.0,0.0,36
JVASP-91898,0.0,0.0,8
JVASP-91707,0.0,0.0,8
JVASP-44105,3.431,3.431,22
JVASP-86611,0.0,0.0,17
JVASP-65051,0.0,0.0,6
JVASP-64893,0.0,0.0,6
JVASP-64581,0.0,0.0,6
JVASP-87924,0.0,0.0,10
JVASP-98204,0.0,0.0,22
JVASP-3336,1.277,1.277,5
JVASP-16935,0.0,0.0,5
JVASP-97654,0.135,0.135,60
JVASP-3492,1.203,1.203,8
JVASP-42816,0.0,0.0,18
JVASP-97602,0.0,0.0,8
JVASP-65096,0.0,0.0,6
JVASP-91949,0.0,0.0,8
JVASP-90637,0.0,0.0,8
JVASP-65220,0.0,0.0,6
JVASP-97880,2.758,2.758,60
JVASP-86040,3.472,3.472,10
JVASP-38244,0.0,0.0,4
JVASP-90547,0.0,0.0,8
JVASP-47982,0.0,0.0,15
JVASP-85476,0.0,0.0,18
JVASP-14624,0.0,0.0,2
JVASP-97953,5.208,5.208,52
JVASP-97404,0.0,0.0,8
JVASP-97529,5.822,5.822,36
JVASP-98774,3.498,3.498,40
JVASP-98471,3.996,3.996,12
JVASP-64859,0.0,0.0,6
JVASP-42866,0.0,0.0,4
JVASP-64312,0.0,0.0,6
JVASP-61682,0.0,0.0,9
JVASP-90590,0.0,0.0,8
JVASP-98123,5.163,5.163,36
JVASP-98874,0.0,0.0,28
JVASP-42239,0.0,0.0,24
JVASP-43535,0.097,0.097,20
JVASP-42551,0.0,0.0,14
JVASP-49785,1.723,1.723,16
JVASP-85870,0.0,0.0,6
JVASP-65260,0.0,0.0,3
JVASP-5521,3.686,3.686,10
JVASP-107760,0.559,0.559,8
JVASP-90123,0.0,0.0,9
JVASP-64376,0.0,0.0,6
JVASP-91618,0.0,0.0,8
JVASP-65008,0.0,0.0,6
JVASP-65296,0.0,0.0,6
JVASP-65147,0.0,0.0,6
JVASP-91755,3.121,3.121,8
JVASP-97457,0.0,0.0,20
JVASP-64583,0.0,0.0,6
JVASP-43542,0.0,0.0,12
JVASP-92211,0.0,0.0,8
JVASP-65186,0.0,0.0,6
JVASP-86982,0.235,0.235,14
JVASP-48817,0.0,0.0,12
JVASP-22625,5.354,5.354,16
JVASP-97362,2.395,2.395,33
JVASP-88588,3.076,3.076,38
JVASP-98253,8.033,8.033,36
JVASP-98529,0.0,0.0,20
JVASP-97696,1.965,1.965,28
JVASP-86740,0.029,0.029,6
JVASP-86389,0.0,0.0,9
JVASP-87239,5.09,5.09,72
JVASP-3837,2.416,2.416,6
JVASP-88851,1.577,1.577,38
JVASP-98022,0.031,0.031,16
JVASP-89054,1.019,1.019,20
JVASP-97778,0.0,0.0,22
JVASP-64718,0.0,0.0,6
JVASP-90821,0.0,0.0,8
JVASP-90721,0.0,0.0,8
JVASP-85936,0.169,0.169,19
JVASP-64973,0.0,0.0,4
JVASP-65097,0.0,0.0,6
JVASP-97604,0.796,0.796,36
JVASP-85300,0.0,0.0,5
JVASP-65132,0.0,0.0,4
JVASP-86218,6.178,6.178,16
JVASP-62215,3.808,3.808,23
JVASP-89986,0.0,0.0,9
JVASP-97406,2.085,2.085,12
JVASP-97532,3.028,3.028,30
JVASP-86285,1.035,1.035,7
JVASP-61194,0.0,0.0,20
JVASP-97829,0.0,0.0,16
JVASP-90054,0.0,0.0,9
JVASP-90865,1.281,1.281,8
JVASP-14876,0.0,0.0,4
JVASP-64313,0.0,0.0,6
JVASP-86164,0.0,0.0,13
JVASP-92036,0.0,0.0,8
JVASP-61472,0.0,0.0,12
JVASP-52566,2.243,2.243,16
JVASP-43768,0.0,0.0,12
JVASP-64934,0.0,0.0,6
JVASP-91803,0.0,0.0,8
JVASP-97955,6.043,6.043,42
JVASP-90778,0.0,0.0,8
JVASP-3183,1.774,1.774,8
JVASP-97882,2.446,2.446,50
JVASP-98473,0.386,0.386,22
JVASP-98205,0.0,0.0,30
JVASP-98776,5.765,5.765,48
JVASP-64894,0.0,0.0,6
JVASP-88387,4.355,4.355,26
JVASP-91663,0.0,0.0,8
JVASP-22519,0.0,0.0,8
JVASP-48663,2.459,2.459,16
JVASP-98408,3.772,3.772,40
JVASP-98066,3.636,3.636,68
JVASP-65052,0.0,0.0,6
JVASP-4924,0.0,0.0,4
JVASP-98125,0.418,0.418,20
JVASP-97657,1.388,1.388,32
JVASP-86514,0.0,0.0,5
JVASP-61992,0.0,0.0,5
JVASP-61695,4.353,4.353,24
JVASP-98530,4.433,4.433,19
JVASP-86687,1.733,1.733,15
JVASP-65221,0.0,0.0,6
JVASP-65263,0.0,0.0,6
JVASP-97313,3.818,3.818,60
JVASP-48402,0.03,0.03,24
JVASP-98589,0.0,0.0,23
JVASP-90459,0.0,0.0,8
JVASP-60886,0.0,0.0,46
JVASP-91572,0.0,0.0,8
JVASP-48320,0.395,0.395,20
JVASP-90355,0.0,0.0,9
JVASP-42450,0.0,0.0,9
JVASP-62883,0.0,0.0,5
JVASP-97607,0.004,0.004,28
JVASP-107761,0.0,0.0,4
JVASP-65297,0.0,0.0,6
JVASP-86914,0.0,0.0,8
JVASP-62733,2.387,2.387,36
JVASP-15834,0.0,0.0,6
JVASP-98320,5.54,5.54,52
JVASP-32226,1.061,1.061,26
JVASP-85675,5.301,5.301,15
JVASP-22563,3.375,3.375,5
JVASP-97533,0.789,0.789,24
JVASP-65187,0.0,0.0,4
JVASP-98876,1.498,1.498,40
JVASP-65009,0.0,0.0,6
JVASP-97699,0.0,0.0,24
JVASP-3402,0.0,0.0,5
JVASP-42735,0.389,0.389,28
JVASP-97409,3.415,3.415,12
JVASP-14843,0.077,0.077,4
JVASP-65098,0.0,0.0,6
JVASP-20086,0.0,0.0,8
JVASP-44528,0.0,0.0,14
JVASP-87117,0.381,0.381,18
JVASP-88729,5.36,5.36,30
JVASP-65363,0.0,0.0,4
JVASP-85378,0.0,0.0,10
JVASP-88181,0.806,0.806,36
JVASP-89911,0.0,0.0,9
JVASP-5314,0.376,0.376,12
JVASP-98779,2.146,2.146,24
JVASP-65148,0.0,0.0,3
JVASP-42324,0.285,0.285,25
JVASP-98027,0.0,0.0,15
JVASP-90548,0.0,0.0,8
JVASP-65134,0.0,0.0,6
JVASP-61474,0.0,0.0,24
JVASP-91899,0.0,0.0,8
JVASP-62220,0.0,0.0,29
JVASP-98257,5.947,5.947,68
JVASP-92212,0.0,0.0,8
JVASP-97459,1.665,1.665,36
JVASP-98409,2.074,2.074,30
JVASP-21524,1.377,1.377,30
JVASP-98474,0.623,0.623,14
JVASP-62407,0.0,0.0,20
JVASP-98206,0.0,0.0,18
JVASP-85573,0.1,0.1,12
JVASP-97314,4.909,4.909,22
JVASP-90180,0.0,0.0,9
JVASP-65053,0.0,0.0,6
JVASP-62579,0.0,0.0,20
JVASP-91950,0.0,0.0,8
JVASP-23439,1.376,1.376,16
JVASP-15075,0.0,0.0,2
JVASP-88025,0.0,0.0,20
JVASP-28361,0.0,0.0,8
JVASP-86741,0.612,0.612,10
JVASP-64974,0.0,0.0,4
JVASP-36936,0.0,0.0,10
JVASP-97658,0.922,0.922,20
JVASP-97887,0.023,0.023,26
JVASP-98531,5.692,5.692,24
JVASP-61218,0.0,0.0,12
JVASP-14961,0.0,0.0,3
JVASP-65265,0.0,0.0,6
JVASP-64936,0.0,0.0,6
JVASP-91756,0.0,0.0,8
JVASP-90246,0.0,0.0,9
JVASP-98067,1.596,1.596,28
JVASP-97363,2.466,2.466,38
JVASP-97832,2.514,2.514,36
JVASP-64895,0.0,0.0,4
JVASP-90822,0.0,0.0,8
JVASP-90722,0.663,0.663,8
JVASP-86041,0.0,0.0,10
JVASP-18545,0.0,0.0,6
JVASP-43539,0.398,0.398,28
JVASP-91531,1.982,1.982,8
JVASP-89307,4.952,4.952,6
JVASP-97701,0.465,0.465,18
JVASP-86860,0.732,0.732,8
JVASP-62003,0.0,0.0,12
JVASP-65189,0.0,0.0,6
JVASP-91619,0.0,0.0,8
JVASP-62885,0.0,0.0,7
JVASP-42817,0.0,0.0,15
JVASP-65149,0.0,0.0,6
JVASP-65099,0.0,0.0,6
JVASP-97779,4.512,4.512,68
JVASP-54353,0.0,0.0,6
JVASP-65298,0.0,0.0,6
JVASP-98475,1.814,1.814,20
JVASP-65135,0.0,0.0,6
JVASP-16045,0.0,0.0,5
JVASP-98639,7.133,7.133,72
JVASP-97410,0.039,0.039,40
JVASP-98028,2.813,2.813,36
JVASP-98126,0.0,0.0,30
JVASP-15221,0.0,0.0,4
JVASP-65055,0.0,0.0,6
JVASP-61481,0.0,0.0,9
JVASP-65367,0.0,0.0,4
JVASP-90055,0.0,0.0,9
JVASP-86109,0.0,0.0,6
JVASP-98780,2.024,2.024,36
JVASP-90593,0.0,0.0,8
JVASP-65222,0.0,0.0,6
JVASP-60888,0.0,0.0,12
JVASP-3840,2.06,2.06,6
JVASP-42552,0.0,0.0,18
JVASP-97461,1.115,1.115,36
JVASP-98412,2.47,2.47,32
JVASP-98207,0.0,0.0,10
JVASP-98259,2.073,2.073,52
JVASP-98879,0.0,0.0,28
JVASP-97536,5.064,5.064,56
JVASP-48818,0.0,0.0,18
JVASP-64937,0.0,0.0,6
JVASP-65266,0.0,0.0,6
JVASP-49786,2.937,2.937,18
JVASP-86453,0.0,0.0,14
JVASP-97315,0.0,0.0,11
JVASP-88595,1.424,1.424,28
JVASP-89987,0.0,0.0,9
JVASP-85814,0.0,0.0,12
JVASP-18657,0.0,0.0,3
JVASP-86390,0.0,0.0,18
JVASP-14999,0.0,0.0,3
JVASP-42240,0.0,0.0,14
JVASP-64897,0.0,0.0,6
JVASP-62413,1.838,1.838,28
JVASP-62221,4.766,4.766,23
JVASP-585,0.0,0.0,3
JVASP-98590,0.0,0.0,36
JVASP-107762,0.0,0.0,6
JVASP-22589,0.0,0.0,5
JVASP-90866,0.338,0.338,8
JVASP-65300,0.0,0.0,6
JVASP-65190,0.0,0.0,6
JVASP-89055,1.596,1.596,35
JVASP-65370,0.0,0.0,4
JVASP-97834,3.975,3.975,28
JVASP-18738,0.0,0.0,9
JVASP-97364,2.025,2.025,42
JVASP-65223,0.0,0.0,6
JVASP-65150,0.0,0.0,6
JVASP-61699,0.0,0.0,6
JVASP-86515,1.953,1.953,7
JVASP-87130,0.0,0.0,4
JVASP-88857,3.582,3.582,28
JVASP-65010,0.0,0.0,6
JVASP-43770,1.316,1.316,24
JVASP-65137,0.0,0.0,6
JVASP-48403,0.135,0.135,16
JVASP-5524,3.435,3.435,16
JVASP-97608,0.0,0.0,28
JVASP-42739,0.0,0.0,27
JVASP-86987,0.0,0.0,10
JVASP-65057,0.0,0.0,6
JVASP-64975,0.0,0.0,4
JVASP-60893,1.712,1.712,12
JVASP-15675,0.0,0.0,8
JVASP-62894,0.0,0.0,24
JVASP-90356,0.0,0.0,9
JVASP-97659,2.747,2.747,32
JVASP-98532,5.497,5.497,72
JVASP-98260,0.0,0.0,10
JVASP-88389,4.523,4.523,20
JVASP-85872,0.0,0.0,10
JVASP-85723,3.42,3.42,19
JVASP-97956,4.519,4.519,84
JVASP-97780,4.537,4.537,56
JVASP-64938,0.0,0.0,6
JVASP-97892,0.0,0.0,32
JVASP-98210,0.0,0.0,12
JVASP-65267,0.0,0.0,6
JVASP-86286,0.0,0.0,10
JVASP-98641,5.361,5.361,50
JVASP-97704,0.53,0.53,54
JVASP-98413,2.655,2.655,40
JVASP-61252,2.121,2.121,9
JVASP-98880,2.95,2.95,28
JVASP-65426,0.0,0.0,4
JVASP-90460,0.0,0.0,8
JVASP-98029,3.369,3.369,24
JVASP-46874,0.0,0.0,10
JVASP-97463,5.571,5.571,72
JVASP-62006,0.0,0.0,5
JVASP-91857,0.0,0.0,8
JVASP-62580,0.0,0.0,18
JVASP-86791,2.527,2.527,17
JVASP-88187,0.0,0.0,24
JVASP-14625,0.0,0.0,8
JVASP-89914,0.0,0.0,9
JVASP-3186,1.25,1.25,8
JVASP-98781,5.616,5.616,26
JVASP-43543,0.0,0.0,8
JVASP-86915,0.0,0.0,8
JVASP-85676,1.624,1.624,18
JVASP-98324,4.715,4.715,58
JVASP-14877,0.0,0.0,6
JVASP-61484,0.522,0.522,9
JVASP-98477,0.0,0.0,36
JVASP-87925,2.147,2.147,9
JVASP-98128,0.0,0.0,28
JVASP-91708,0.0,0.0,8
JVASP-86742,0.0,0.0,10
JVASP-90639,0.224,0.224,8
JVASP-47983,0.0,0.0,11
JVASP-90125,0.0,0.0,9
JVASP-86612,2.77,2.77,14
JVASP-62223,0.003,0.003,22
JVASP-87060,0.502,0.502,6
JVASP-50697,0.0,0.0,5
JVASP-65011,0.0,0.0,6
JVASP-65302,0.0,0.0,6
JVASP-5173,2.242,2.242,3
JVASP-65151,0.0,0.0,6
JVASP-65138,0.0,0.0,6
JVASP-97412,1.928,1.928,40
JVASP-15433,0.0,0.0,5
JVASP-97537,0.0,0.0,28
JVASP-107763,0.0,0.0,6
JVASP-14844,0.0,0.0,1
JVASP-28362,0.0,0.0,4
JVASP-60895,0.0,0.0,6
JVASP-65191,0.0,0.0,6
JVASP-91951,0.0,0.0,8
JVASP-42818,0.611,0.611,24
JVASP-92214,0.0,0.0,8
JVASP-65058,0.0,0.0,3
JVASP-90056,0.0,0.0,9
JVASP-65224,0.0,0.0,6
JVASP-90181,0.0,0.0,9
JVASP-49787,0.0,0.0,6
JVASP-91900,0.0,0.0,8
JVASP-64898,0.0,0.0,4
JVASP-42325,0.0,0.0,24
JVASP-90824,0.0,0.0,8
JVASP-90549,0.0,0.0,8
JVASP-20087,0.0,0.0,2
JVASP-15479,0.0,0.0,5
JVASP-19816,0.0,0.0,6
JVASP-14587,0.0,0.0,1
JVASP-15529,0.0,0.0,5
JVASP-98594,0.0,0.0,24
JVASP-91620,0.0,0.0,8
JVASP-91664,0.0,0.0,8
JVASP-87118,0.0,0.0,12
JVASP-97893,0.0,0.0,22
JVASP-65373,0.0,0.0,4
JVASP-61703,4.766,4.766,23
JVASP-22590,0.318,0.318,12
JVASP-98030,0.0,0.0,14
JVASP-86047,0.0,0.0,9
JVASP-98211,0.0,0.0,10
JVASP-98068,0.0,0.0,72
JVASP-97835,1.298,1.298,24
JVASP-97317,0.0,0.0,20
JVASP-92163,0.0,0.0,8
JVASP-62020,0.0,0.0,4
JVASP-62895,3.678,3.678,34
JVASP-65428,0.0,0.0,4
JVASP-12111,0.651,0.651,12
JVASP-97365,5.382,5.382,36
JVASP-85478,0.59,0.59,12
JVASP-97660,0.0,0.0,35
JVASP-43772,0.041,0.041,20
JVASP-48666,0.173,0.173,9
JVASP-12164,3.59,3.59,8
JVASP-64976,0.0,0.0,4
JVASP-86861,0.0,0.0,16
JVASP-90723,0.0,0.0,8
JVASP-48822,0.78,0.78,14
JVASP-42241,0.0,0.0,15
JVASP-98882,0.0,0.0,20
JVASP-97706,1.187,1.187,24
JVASP-64939,0.0,0.0,6
JVASP-97609,0.0,0.0,32
JVASP-90594,0.0,0.0,8
JVASP-65268,0.0,0.0,3
JVASP-62584,0.0,0.0,5
JVASP-98480,0.0,0.0,12
JVASP-86689,0.0,0.0,12
JVASP-97781,0.0,0.0,40
JVASP-89988,0.0,0.0,9
JVASP-88621,6.341,6.341,28
JVASP-97957,3.232,3.232,96
JVASP-87240,2.312,2.312,30
JVASP-86219,1.722,1.722,18
JVASP-90779,0.0,0.0,8
JVASP-98782,0.0,0.0,23
JVASP-97465,1.559,1.559,28
JVASP-42740,0.0,0.0,16
JVASP-62735,5.298,5.298,24
JVASP-65503,0.0,0.0,4
JVASP-90470,0.316,0.316,8
JVASP-85874,1.252,1.252,8
JVASP-3537,0.723,0.723,6
JVASP-85301,3.752,3.752,16
JVASP-86392,0.0,0.0,6
JVASP-3843,1.5,1.5,6
JVASP-65225,0.0,0.0,6
JVASP-4406,0.0,0.0,3
JVASP-98212,0.0,0.0,5
JVASP-61492,0.0,0.0,16
JVASP-61253,4.842,4.842,39
JVASP-48321,1.142,1.142,12
JVASP-98031,1.939,1.939,26
JVASP-107764,0.0,0.0,4
JVASP-90640,0.0,0.0,8
JVASP-65012,0.0,0.0,6
JVASP-65059,0.0,0.0,6
JVASP-85381,3.206,3.206,9
JVASP-98642,4.103,4.103,34
JVASP-98534,5.133,5.133,36
JVASP-86916,3.916,3.916,8
JVASP-88734,6.197,6.197,52
JVASP-98262,0.0,0.0,19
JVASP-98069,0.0,0.0,8
JVASP-65152,0.0,0.0,6
JVASP-97318,0.0,0.0,10
JVASP-85937,0.0,0.0,10
JVASP-90867,0.0,0.0,8
JVASP-15000,0.0,0.0,2
JVASP-98330,4.645,4.645,49
JVASP-88392,4.578,4.578,10
JVASP-91573,0.0,0.0,8
JVASP-14845,0.087,0.087,1
JVASP-62415,5.023,5.023,22
JVASP-91804,0.0,0.0,8
JVASP-60910,0.795,0.795,16
JVASP-65303,0.0,0.0,6
JVASP-65192,0.0,0.0,6
JVASP-43545,0.0,0.0,24
JVASP-85587,0.0,0.0,10
JVASP-14626,0.0,0.0,2
JVASP-15636,0.0,0.0,6
JVASP-98599,4.007,4.007,28
JVASP-65376,0.0,0.0,4
JVASP-91709,0.0,0.0,8
JVASP-86165,0.0,0.0,12
JVASP-97661,0.211,0.211,36
JVASP-86456,0.0,0.0,12
JVASP-91858,0.0,0.0,8
JVASP-62229,0.603,0.603,28
JVASP-65432,0.0,0.0,4
JVASP-97413,5.561,5.561,42
JVASP-62899,2.439,2.439,18
JVASP-91666,0.0,0.0,8
JVASP-90126,0.0,0.0,9
JVASP-88858,0.0,0.0,22
JVASP-86614,0.54,0.54,14
JVASP-97782,1.038,1.038,46
JVASP-97708,2.771,2.771,15
JVASP-16174,0.0,0.0,6
JVASP-97836,3.445,3.445,22
JVASP-85725,0.0,0.0,10
JVASP-64899,0.0,0.0,4
JVASP-86287,0.0,0.0,6
JVASP-91532,0.457,0.457,8
JVASP-42554,0.074,0.074,16
JVASP-64978,0.0,0.0,4
JVASP-47989,0.0,0.0,18
JVASP-86517,0.0,0.0,14
JVASP-88026,1.245,1.245,12
JVASP-97366,1.444,1.444,24
JVASP-91757,1.361,1.361,8
JVASP-98414,0.0,0.0,24
JVASP-90247,0.951,0.951,9
JVASP-90182,0.0,0.0,9
JVASP-91953,0.0,0.0,8
JVASP-65269,0.0,0.0,6
JVASP-65060,0.0,0.0,6
JVASP-97965,6.245,6.245,24
JVASP-98783,0.971,0.971,24
JVASP-98482,0.0,0.0,7
JVASP-97538,5.092,5.092,38
JVASP-43006,0.0,0.0,14
JVASP-86744,0.0,0.0,12
JVASP-42821,0.0,0.0,14
JVASP-61729,3.488,3.488,16
JVASP-98535,2.317,2.317,38
JVASP-98891,2.946,2.946,40
JVASP-97611,0.0,0.0,24
JVASP-50699,1.712,1.712,17
JVASP-62587,5.047,5.047,36
JVASP-62736,3.624,3.624,22
JVASP-97895,0.331,0.331,40
JVASP-37884,0.0,0.0,8
JVASP-48406,0.108,0.108,16
JVASP-87119,0.0,0.0,12
JVASP-49788,3.486,3.486,18
JVASP-64940,0.0,0.0,4
JVASP-107767,0.0,0.0,10
JVASP-65304,0.0,0.0,6
JVASP-90780,0.0,0.0,8
JVASP-91901,0.0,0.0,8
JVASP-98130,0.0,0.0,50
JVASP-22564,1.466,1.466,16
JVASP-97322,0.003,0.003,20
JVASP-86110,2.493,2.493,12
JVASP-98600,3.207,3.207,20
JVASP-65379,0.0,0.0,4
JVASP-90641,0.0,0.0,8
JVASP-65153,0.0,0.0,3
JVASP-89319,2.902,2.902,14
JVASP-65226,0.0,0.0,3
JVASP-14758,0.0,0.0,4
JVASP-22591,2.094,2.094,20
JVASP-64900,0.0,0.0,6
JVASP-98213,2.39,2.39,33
JVASP-65013,0.0,0.0,3
JVASP-21525,4.372,4.372,30
JVASP-42326,0.0,0.0,19
JVASP-98032,0.0,0.0,20
JVASP-98071,3.254,3.254,64
JVASP-65434,0.0,0.0,4
JVASP-65504,0.0,0.0,4
JVASP-15434,0.0,0.0,6
JVASP-90724,0.0,0.0,8
JVASP-16936,0.0,0.0,3
JVASP-89916,0.0,0.0,9
JVASP-97414,4.696,4.696,32
JVASP-46260,0.0,0.0,14
JVASP-88199,0.073,0.073,30
JVASP-62426,0.0,0.0,8
JVASP-91621,0.0,0.0,8
JVASP-48669,0.0,0.0,24
JVASP-14656,0.0,0.0,6
JVASP-98784,4.919,4.919,30
JVASP-14578,0.0,0.0,6
JVASP-88622,5.432,5.432,32
JVASP-65193,0.0,0.0,3
JVASP-92164,0.0,0.0,8
JVASP-65061,0.0,0.0,6
JVASP-3540,0.854,0.854,9
JVASP-42242,0.0,0.0,12
JVASP-60913,0.0,0.0,20
JVASP-90358,0.727,0.727,9
JVASP-86220,0.0,0.0,16
JVASP-90471,0.0,0.0,8
JVASP-98536,3.227,3.227,28
JVASP-85876,0.0,0.0,6
JVASP-98331,0.022,0.022,44
JVASP-61494,0.0,0.0,6
JVASP-62267,3.237,3.237,28
JVASP-98895,1.575,1.575,32
JVASP-14846,0.0,0.0,1
JVASP-98415,5.378,5.378,20
JVASP-48823,0.0,0.0,12
JVASP-43776,2.363,2.363,10
JVASP-90595,0.0,0.0,8
JVASP-86988,0.901,0.901,8
JVASP-87241,1.524,1.524,20
JVASP-86166,0.0,0.0,8
JVASP-97709,3.492,3.492,36
JVASP-42911,0.0,0.0,14
JVASP-42959,0.0,0.0,16
JVASP-89990,0.0,0.0,9
JVASP-22704,2.818,2.818,8
JVASP-5533,0.0,0.0,5
JVASP-97323,0.0,0.0,9
JVASP-97783,2.859,2.859,35
JVASP-89056,0.884,0.884,9
JVASP-87131,0.0,0.0,4
JVASP-86919,0.0,0.0,8
JVASP-45913,0.0,0.0,14
JVASP-64979,0.0,0.0,4
JVASP-62588,4.755,4.755,24
JVASP-98033,3.245,3.245,6
JVASP-65154,0.0,0.0,6
JVASP-87927,0.0,0.0,5
JVASP-47539,0.0,0.0,10
JVASP-65270,0.0,0.0,6
JVASP-15774,0.0,0.0,8
JVASP-86862,0.0,0.0,18
JVASP-97662,4.582,4.582,52
JVASP-65305,0.0,0.0,3
JVASP-97840,0.547,0.547,28
JVASP-65014,0.0,0.0,6
JVASP-65507,0.0,0.0,4
JVASP-48322,0.0,0.0,18
JVASP-86049,0.0,0.0,12
JVASP-97367,0.692,0.692,24
JVASP-97470,1.431,1.431,28
JVASP-65227,0.0,0.0,6
JVASP-97896,3.527,3.527,40
JVASP-28364,0.0,0.0,5
JVASP-92215,2.042,2.042,8
JVASP-85679,3.816,3.816,10
JVASP-88736,5.031,5.031,40
JVASP-64902,0.0,0.0,6
JVASP-98264,4.314,4.314,68
JVASP-61260,0.0,0.0,16
JVASP-88400,3.997,3.997,36
JVASP-61741,0.0,0.0,29
JVASP-42555,0.0,0.0,24
JVASP-15637,0.0,0.0,4
JVASP-86792,4.773,4.773,14
JVASP-14628,0.0,0.0,1
JVASP-15480,0.0,0.0,4
JVASP-90127,0.0,0.0,9
JVASP-15001,0.0,0.0,4
JVASP-62744,0.0,0.0,19
JVASP-98900,4.737,4.737,20
JVASP-1402,0.0,0.0,2
JVASP-85815,0.0,0.0,14
JVASP-91758,0.0,0.0,8
JVASP-97968,4.916,4.916,26
JVASP-16115,0.0,0.0,8
JVASP-61495,0.0,0.0,6
JVASP-3846,1.932,1.932,6
JVASP-98134,0.0,0.0,13
JVASP-86690,0.0,0.0,14
JVASP-98785,5.733,5.733,52
JVASP-64941,0.0,0.0,4
JVASP-65435,0.0,0.0,4
JVASP-85595,0.0,0.0,18
JVASP-98336,0.217,0.217,66
JVASP-90825,0.0,0.0,8
JVASP-91954,0.0,0.0,8
JVASP-62041,4.884,4.884,24
JVASP-86288,0.0,0.0,9
JVASP-14588,0.0,0.0,1
JVASP-43546,0.0,0.0,20
JVASP-90183,0.0,0.0,9
JVASP-42742,1.193,1.193,28
JVASP-90550,0.0,0.0,8
JVASP-65381,0.0,0.0,4
JVASP-18782,0.0,0.0,9
JVASP-98601,0.0,0.0,36
JVASP-62432,0.0,0.0,9
JVASP-91533,0.0,0.0,8
JVASP-5347,0.0,0.0,4
JVASP-98214,1.571,1.571,16
JVASP-16016,0.0,0.0,6
JVASP-42824,0.0,0.0,14
JVASP-62270,0.0,0.0,24
JVASP-88027,0.0,0.0,22
JVASP-14057,0.0,0.0,8
JVASP-97784,0.0,0.0,34
JVASP-88859,5.92,5.92,36
JVASP-90869,0.0,0.0,8
JVASP-90058,0.0,0.0,9
JVASP-87061,0.0,0.0,16
JVASP-91667,0.0,0.0,8
JVASP-90781,0.0,0.0,8
JVASP-85727,0.0,0.0,13
JVASP-1363,0.268,0.268,2
JVASP-90249,0.0,0.0,9
JVASP-65542,0.0,0.0,4
JVASP-97539,6.997,6.997,40
JVASP-91805,0.0,0.0,8
JVASP-65229,0.0,0.0,6
JVASP-98537,2.341,2.341,24
JVASP-65015,0.0,0.0,6
JVASP-64980,0.0,0.0,3
JVASP-86393,0.0,0.0,8
JVASP-48407,0.0,0.0,22
JVASP-48671,0.0,0.0,15
JVASP-98267,0.244,0.244,30
JVASP-47990,2.375,2.375,28
JVASP-107768,0.0,0.0,4
JVASP-65194,0.0,0.0,6
JVASP-97415,4.005,4.005,36
JVASP-22592,0.901,0.901,7
JVASP-91622,0.0,0.0,8
JVASP-86745,0.0,0.0,12
JVASP-91904,0.0,0.0,8
JVASP-48824,0.0,0.0,18
JVASP-97841,0.286,0.286,16
JVASP-43782,0.0,0.0,18
JVASP-98644,5.225,5.225,78
JVASP-65271,0.0,0.0,3
JVASP-60915,4.684,4.684,35
JVASP-43095,0.0,0.0,12
JVASP-12015,1.154,1.154,10
JVASP-89918,0.0,0.0,9
JVASP-98072,0.126,0.126,50
JVASP-65155,0.0,0.0,6
JVASP-14759,0.0,0.0,4
JVASP-61264,0.008,0.008,36
JVASP-87120,0.0,0.0,10
JVASP-88203,2.541,2.541,28
JVASP-97368,2.982,2.982,24
JVASP-62904,1.648,1.648,22
JVASP-50700,0.477,0.477,28
JVASP-65306,0.0,0.0,6
JVASP-42327,0.0,0.0,24
JVASP-98419,0.169,0.169,28
JVASP-18616,0.0,0.0,4
JVASP-92165,0.0,0.0,8
JVASP-90359,0.0,0.0,9
JVASP-65508,0.0,0.0,4
JVASP-22705,1.011,1.011,7
JVASP-64942,0.0,0.0,6
JVASP-97900,0.468,0.468,22
JVASP-97663,5.346,5.346,36
JVASP-98483,4.401,4.401,56
JVASP-90725,0.0,0.0,8
JVASP-62754,0.0,0.0,10
JVASP-64903,0.0,0.0,4
JVASP-85302,1.568,1.568,18
JVASP-85481,0.365,0.365,10
JVASP-90596,0.0,0.0,8
JVASP-91574,1.235,1.235,8
