jid,mbj_bandgap,target,num_atoms
JVASP-1711,2.968,2.968,4
JVASP-1297,3.933,3.933,3
JVASP-72866,0.0,0.0,4
JVASP-86130,3.703,3.703,14
JVASP-66682,0.0,0.0,3
JVASP-14853,0.0,0.0,3
JVASP-66724,0.0,0.0,3
JVASP-68712,0.0,0.0,4
JVASP-15309,0.0,0.0,5
JVASP-62212,0.0,0.0,12
JVASP-68363,0.0,0.0,3
JVASP-1882,1.203,1.203,2
JVASP-68297,0.0,0.0,4
JVASP-67860,0.0,0.0,3
JVASP-91776,0.0,0.0,8
JVASP-91925,1.568,1.568,8
JVASP-85691,7.322,7.322,15
JVASP-87331,1.369,1.369,12
JVASP-67909,0.0,0.0,4
JVASP-63813,0.952,0.952,8
JVASP-3897,1.316,1.316,8
JVASP-62553,8.152,8.152,26
JVASP-66042,0.0,0.0,6
JVASP-61446,0.0,0.0,38
JVASP-86333,0.0,0.0,6
JVASP-91546,1.947,1.947,8
JVASP-12038,6.951,6.951,8
JVASP-85501,3.26,3.26,14
JVASP-90840,0.0,0.0,8
JVASP-67538,0.0,0.0,3
JVASP-67276,0.0,0.0,4
JVASP-20062,0.0,0.0,6
JVASP-68116,0.0,0.0,4
JVASP-66970,0.0,0.0,3
JVASP-68774,0.0,0.0,4
JVASP-14260,0.0,0.0,11
JVASP-67819,0.0,0.0,3
JVASP-62989,9.836,9.836,9
JVASP-68541,0.0,0.0,4
JVASP-65360,0.0,0.0,4
JVASP-68237,0.0,0.0,4
JVASP-68846,0.0,0.0,4
JVASP-67623,0.0,0.0,3
JVASP-73977,0.0,0.0,4
JVASP-67705,0.0,0.0,3
JVASP-68481,0.0,0.0,4
JVASP-15482,0.0,0.0,5
JVASP-43466,0.0,0.0,14
JVASP-86307,0.469,0.469,16
JVASP-68717,0.372,0.372,3
JVASP-68911,0.0,0.0,4
JVASP-18741,0.0,0.0,4
JVASP-92178,0.0,0.0,8
JVASP-68298,0.0,0.0,4
JVASP-60751,2.995,2.995,22
JVASP-68652,0.0,0.0,4
JVASP-73870,0.0,0.0,4
JVASP-66044,0.0,0.0,6
JVASP-43369,3.321,3.321,20
JVASP-67706,0.0,0.0,4
JVASP-1717,2.96,2.96,4
JVASP-63504,2.14,2.14,8
JVASP-67786,0.0,0.0,3
JVASP-67743,0.0,0.0,4
JVASP-15265,0.0,0.0,5
JVASP-68914,0.0,0.0,4
JVASP-62993,2.419,2.419,28
JVASP-66045,0.0,0.0,6
JVASP-50345,5.413,5.413,12
JVASP-86182,0.145,0.145,12
JVASP-74056,0.0,0.0,4
JVASP-62662,7.675,7.675,48
JVASP-67368,0.0,0.0,4
JVASP-14557,0.0,0.0,4
JVASP-67052,0.0,0.0,3
JVASP-67624,0.0,0.0,4
JVASP-67863,0.0,0.0,3
JVASP-73473,0.0,0.0,4
JVASP-85961,2.095,2.095,10
JVASP-85754,0.0,0.0,18
JVASP-67543,0.0,0.0,3
JVASP-90417,3.148,3.148,8
JVASP-67456,0.0,0.0,4
JVASP-66047,0.0,0.0,4
JVASP-43396,1.847,1.847,24
JVASP-68043,0.0,0.0,4
JVASP-68915,0.0,0.0,3
JVASP-62561,0.0,0.0,5
JVASP-63350,0.0,0.0,5
JVASP-43806,2.088,2.088,17
JVASP-67744,0.0,0.0,3
JVASP-66732,0.0,0.0,4
JVASP-67977,0.0,0.0,4
JVASP-67917,0.0,0.0,4
JVASP-67056,0.0,0.0,3
JVASP-66977,0.0,0.0,4
JVASP-63679,0.659,0.659,20
JVASP-18579,0.0,0.0,9
JVASP-68240,0.0,0.0,4
JVASP-67588,0.0,0.0,3
JVASP-66910,0.0,0.0,4
JVASP-73875,0.0,0.0,4
JVASP-68126,0.0,0.0,4
JVASP-67625,0.0,0.0,3
JVASP-72942,0.0,0.0,4
JVASP-68186,0.0,0.0,4
JVASP-67545,0.0,0.0,3
JVASP-22709,1.382,1.382,20
JVASP-28375,3.339,3.339,6
JVASP-91548,6.41,6.41,8
JVASP-67371,0.0,0.0,3
JVASP-68044,0.0,0.0,4
JVASP-67282,0.0,0.0,4
JVASP-67213,0.0,0.0,3
JVASP-5833,2.307,2.307,34
JVASP-68424,1.512,1.512,3
JVASP-68854,0.0,0.0,3
JVASP-85343,0.0,0.0,7
JVASP-73553,0.0,0.0,4
JVASP-68723,0.0,0.0,4
JVASP-14794,0.0,0.0,2
JVASP-67978,0.0,0.0,4
JVASP-1720,2.969,2.969,4
JVASP-42341,4.271,4.271,20
JVASP-62678,9.188,9.188,15
JVASP-87081,0.0,0.0,6
JVASP-68659,0.0,0.0,3
JVASP-63271,2.976,2.976,18
JVASP-67372,0.0,0.0,4
JVASP-91686,1.359,1.359,8
JVASP-66980,0.0,0.0,3
JVASP-48017,0.0,0.0,6
JVASP-68549,0.0,0.0,4
JVASP-68490,0.0,0.0,5
JVASP-74164,0.0,0.0,4
JVASP-67666,0.0,0.0,4
JVASP-63006,2.404,2.404,10
JVASP-67283,0.0,0.0,4
JVASP-21214,13.581,13.581,4
JVASP-75490,0.0,0.0,3
JVASP-68241,0.0,0.0,4
JVASP-22599,2.082,2.082,8
JVASP-63690,5.801,5.801,6
JVASP-68129,0.0,0.0,4
JVASP-67214,0.0,0.0,3
JVASP-73888,0.0,0.0,4
JVASP-67980,0.0,0.0,4
JVASP-68192,0.0,0.0,4
JVASP-67462,0.0,0.0,3
JVASP-86485,2.36,2.36,8
JVASP-92233,0.0,0.0,8
JVASP-14072,10.006,10.006,16
JVASP-73569,0.0,0.0,4
JVASP-67710,0.0,0.0,4
JVASP-18580,0.0,0.0,4
JVASP-3561,3.31,3.31,5
JVASP-15815,0.0,0.0,3
JVASP-90798,1.482,1.482,8
JVASP-66912,0.0,0.0,3
JVASP-86884,0.777,0.777,8
JVASP-67553,0.0,0.0,6
JVASP-67921,0.0,0.0,4
JVASP-42263,0.0,0.0,4
JVASP-43565,0.0,0.0,27
JVASP-88073,1.258,1.258,12
JVASP-68193,0.0,0.0,4
JVASP-16142,0.0,0.0,6
JVASP-86709,0.0,0.0,18
JVASP-42611,0.0,0.0,6
JVASP-67589,0.0,0.0,4
JVASP-75452,0.0,0.0,3
JVASP-68920,0.0,0.0,4
JVASP-91778,1.51,1.51,8
JVASP-68426,0.0,0.0,4
JVASP-537,0.0,0.0,9
JVASP-3678,2.021,2.021,9
JVASP-68046,0.0,0.0,4
JVASP-67137,0.2,0.2,4
JVASP-62568,5.337,5.337,4
JVASP-68552,0.0,0.0,4
JVASP-63278,5.198,5.198,18
JVASP-66819,0.0,0.0,3
JVASP-86184,0.0,0.0,5
JVASP-75492,0.0,0.0,4
JVASP-14581,0.0,0.0,2
JVASP-67749,0.0,0.0,3
JVASP-68788,0.0,0.0,4
JVASP-68729,0.0,0.0,3
JVASP-85627,0.0,0.0,10
JVASP-12150,5.324,5.324,8
JVASP-68245,0.0,0.0,4
JVASP-87082,0.0,0.0,18
JVASP-599,0.0,0.0,4
JVASP-90889,0.0,0.0,8
JVASP-67791,0.0,0.0,3
JVASP-73893,0.0,0.0,4
JVASP-68131,0.0,0.0,4
JVASP-68662,0.0,0.0,4
JVASP-91824,2.927,2.927,8
JVASP-67923,0.0,0.0,4
JVASP-86419,0.551,0.551,9
JVASP-73609,0.0,0.0,4
JVASP-22710,0.002,0.002,10
JVASP-73033,0.0,0.0,4
JVASP-67554,0.0,0.0,4
JVASP-74001,0.0,0.0,4
JVASP-67628,0.0,0.0,4
JVASP-66919,0.0,0.0,3
JVASP-66991,0.0,0.0,3
JVASP-28568,0.127,0.127,9
JVASP-75455,0.0,0.0,4
JVASP-62681,6.114,6.114,4
JVASP-1723,2.927,2.927,4
JVASP-74064,0.0,0.0,4
JVASP-16116,0.0,0.0,6
JVASP-3567,2.369,2.369,6
JVASP-15645,0.0,0.0,5
JVASP-67139,0.0,0.0,4
JVASP-62854,8.454,8.454,22
JVASP-73083,0.0,0.0,3
JVASP-66821,0.0,0.0,3
JVASP-90515,2.387,2.387,8
JVASP-91730,0.597,0.597,8
JVASP-66750,0.0,0.0,3
JVASP-20063,0.0,0.0,2
JVASP-68737,0.0,0.0,3
JVASP-67712,0.0,0.0,3
JVASP-5278,7.447,7.447,12
JVASP-92181,0.0,0.0,8
JVASP-90843,1.077,1.077,8
JVASP-68611,0.0,0.0,4
JVASP-85696,6.038,6.038,10
JVASP-67925,0.0,0.0,4
JVASP-67870,0.0,0.0,4
JVASP-85506,8.503,8.503,18
JVASP-62683,2.639,2.639,24
JVASP-75457,0.0,0.0,3
JVASP-67555,0.0,0.0,4
JVASP-67987,0.0,0.0,4
JVASP-86948,8.871,8.871,18
JVASP-75570,0.0,0.0,3
JVASP-66993,0.0,0.0,3
JVASP-67672,0.0,0.0,3
JVASP-43807,4.256,4.256,14
JVASP-68666,0.0,0.0,4
JVASP-73123,0.0,0.0,4
JVASP-67832,0.0,0.0,4
JVASP-89624,6.794,6.794,20
JVASP-42628,0.0,0.0,17
JVASP-2193,0.626,0.626,6
JVASP-62575,4.154,4.154,6
JVASP-68317,0.0,0.0,4
JVASP-67074,0.0,0.0,3
JVASP-3681,2.122,2.122,7
JVASP-85834,0.0,0.0,6
JVASP-91928,0.191,0.191,8
JVASP-43570,0.0,0.0,13
JVASP-68385,0.0,0.0,3
JVASP-43437,0.0,0.0,20
JVASP-3579,4.142,4.142,6
JVASP-91779,0.0,0.0,8
JVASP-68435,0.0,0.0,4
JVASP-68497,0.0,0.0,3
JVASP-66751,0.0,0.0,4
JVASP-68134,0.0,0.0,4
JVASP-62866,7.388,7.388,12
JVASP-86710,0.0,0.0,6
JVASP-67793,0.0,0.0,4
JVASP-68926,0.0,0.0,3
JVASP-68795,0.0,0.0,5
JVASP-66930,0.0,0.0,3
JVASP-48713,1.935,1.935,20
JVASP-67390,0.0,0.0,3
JVASP-15646,0.0,0.0,6
JVASP-67927,0.0,0.0,4
JVASP-48903,0.0,0.0,17
JVASP-66836,0.0,0.0,3
JVASP-74008,0.0,0.0,4
JVASP-67988,0.746,0.746,4
JVASP-18837,0.0,0.0,4
JVASP-68320,0.0,0.0,4
JVASP-62578,0.0,0.0,18
JVASP-75538,0.0,0.0,3
JVASP-68386,0.0,0.0,4
JVASP-67833,0.0,0.0,4
JVASP-67673,0.0,0.0,4
JVASP-74069,0.0,0.0,4
JVASP-73139,0.0,0.0,4
JVASP-19832,0.0,0.0,4
JVASP-87084,0.0,0.0,6
JVASP-86420,0.0,0.0,10
JVASP-90615,0.0,0.0,8
JVASP-86082,0.0,0.0,12
JVASP-14116,8.494,8.494,16
JVASP-67557,0.745,0.745,3
JVASP-22711,4.288,4.288,8
JVASP-88787,3.273,3.273,8
JVASP-86137,0.029,0.029,16
JVASP-87138,4.419,4.419,9
JVASP-18938,0.0,0.0,3
JVASP-75650,0.0,0.0,4
JVASP-68676,0.0,0.0,4
JVASP-75500,0.0,0.0,3
JVASP-50348,5.736,5.736,4
JVASP-91731,7.348,7.348,8
JVASP-66932,0.0,0.0,4
JVASP-14707,0.0,0.0,6
JVASP-67393,0.0,0.0,3
JVASP-68498,0.0,0.0,3
JVASP-92182,4.283,4.283,8
JVASP-86887,1.614,1.614,7
JVASP-68929,0.0,0.0,3
JVASP-67877,0.0,0.0,4
JVASP-1417,4.249,4.249,3
JVASP-87022,0.0,0.0,8
JVASP-68054,0.001,0.001,4
JVASP-86259,0.0,0.0,16
JVASP-66844,0.0,0.0,3
JVASP-75574,0.0,0.0,4
JVASP-68198,0.0,0.0,4
JVASP-1276,3.648,3.648,2
JVASP-3684,2.168,2.168,9
JVASP-75539,0.0,0.0,4
JVASP-68802,0.0,0.0,3
JVASP-66935,0.0,0.0,4
JVASP-48021,0.0,0.0,18
JVASP-90220,0.0,0.0,9
JVASP-86187,2.401,2.401,8
JVASP-573,0.0,0.0,3
JVASP-75608,0.0,0.0,3
JVASP-86818,0.0,0.0,6
JVASP-85507,8.219,8.219,18
JVASP-68616,0.0,0.0,4
JVASP-67720,0.0,0.0,3
JVASP-68387,0.0,0.0,4
JVASP-68869,0.0,0.0,4
JVASP-67082,0.0,0.0,3
JVASP-67795,0.0,0.0,4
JVASP-74072,0.0,0.0,4
JVASP-603,0.0,0.0,3
JVASP-75465,0.0,0.0,3
JVASP-75692,0.0,0.0,3
JVASP-67677,0.0,0.0,6
JVASP-67993,0.0,0.0,4
JVASP-67476,0.0,0.0,3
JVASP-62704,0.0,0.0,19
JVASP-86488,0.0,0.0,6
JVASP-74012,0.0,0.0,4
JVASP-91593,1.413,1.413,8
JVASP-85908,6.005,6.005,6
JVASP-73699,0.0,0.0,3
JVASP-68251,0.0,0.0,4
JVASP-66757,0.0,0.0,3
JVASP-15984,0.0,0.0,5
JVASP-2196,5.266,5.266,5
JVASP-66936,0.0,0.0,3
JVASP-68744,0.0,0.0,4
JVASP-49848,2.125,2.125,4
JVASP-67931,0.0,0.0,4
JVASP-63377,6.648,6.648,8
JVASP-67148,0.0,0.0,3
JVASP-73251,0.0,0.0,4
JVASP-43808,0.0,0.0,14
JVASP-68139,0.0,0.0,4
JVASP-42671,4.694,4.694,12
JVASP-75503,0.0,0.0,3
JVASP-67301,0.0,0.0,4
JVASP-86711,3.3,3.3,12
JVASP-91552,2.663,2.663,8
JVASP-66845,0.0,0.0,4
JVASP-67796,0.0,0.0,3
JVASP-67558,0.0,0.0,4
JVASP-42763,0.0,0.0,16
JVASP-62711,0.0,0.0,7
JVASP-68325,0.0,0.0,4
JVASP-88461,4.792,4.792,9
JVASP-19926,0.0,0.0,3
JVASP-67760,0.0,0.0,4
JVASP-68058,0.0,0.0,4
JVASP-67721,0.0,0.0,3
JVASP-3135,2.569,2.569,6
JVASP-1387,4.707,4.707,3
JVASP-68807,0.0,0.0,4
JVASP-85764,5.102,5.102,13
JVASP-68391,0.0,0.0,4
JVASP-50349,2.889,2.889,13
JVASP-74073,0.0,0.0,4
JVASP-72530,0.0,0.0,4
JVASP-90616,0.0,0.0,8
JVASP-90845,0.0,0.0,8
JVASP-67996,0.0,0.0,4
JVASP-67244,0.0,0.0,3
JVASP-88683,8.655,8.655,36
JVASP-68446,0.0,0.0,4
JVASP-68682,0.0,0.0,5
JVASP-66937,0.0,0.0,4
JVASP-67935,0.0,0.0,4
JVASP-68746,0.0,0.0,4
JVASP-88788,3.556,3.556,8
JVASP-47535,0.0,0.0,12
JVASP-68392,0.0,0.0,3
JVASP-48714,0.0,0.0,16
JVASP-85971,3.717,3.717,14
JVASP-68511,0.0,0.0,3
JVASP-63285,2.087,2.087,8
JVASP-68618,0.0,0.0,4
JVASP-67155,0.0,0.0,3
JVASP-74020,0.0,0.0,4
JVASP-75543,0.0,0.0,4
JVASP-90679,0.21,0.21,8
JVASP-86189,3.224,3.224,17
JVASP-67798,0.0,0.0,4
JVASP-86339,0.0,0.0,6
JVASP-3762,1.221,1.221,7
JVASP-91931,5.032,5.032,8
JVASP-22626,6.466,6.466,20
JVASP-67250,0.0,0.0,3
JVASP-66847,0.0,0.0,3
JVASP-85508,7.135,7.135,18
JVASP-5281,7.79,7.79,20
JVASP-68256,0.0,0.0,4
JVASP-85698,5.058,5.058,16
JVASP-73925,0.0,0.0,4
JVASP-15985,1.075,1.075,8
JVASP-67722,0.0,0.0,6
JVASP-75699,0.0,0.0,4
JVASP-68512,0.0,0.0,4
JVASP-12152,3.499,3.499,11
JVASP-14660,0.0,0.0,6
JVASP-75802,0.0,0.0,3
JVASP-67681,0.0,0.0,4
JVASP-73288,0.0,0.0,4
JVASP-67998,0.0,0.0,4
JVASP-68683,0.258,0.258,4
JVASP-68748,0.0,0.0,4
JVASP-43580,0.0,0.0,10
JVASP-68203,0.0,0.0,4
JVASP-68448,0.0,0.0,4
JVASP-63394,0.0,0.0,3
JVASP-21207,12.526,12.526,1
JVASP-3138,2.217,2.217,5
JVASP-14117,8.925,8.925,24
JVASP-52349,2.251,2.251,6
JVASP-541,0.0,0.0,3
JVASP-66939,0.0,0.0,3
JVASP-74092,0.0,0.0,4
JVASP-1972,2.956,2.956,4
JVASP-91553,2.689,2.689,8
JVASP-88462,2.178,2.178,7
JVASP-91733,0.0,0.0,8
JVASP-67158,0.0,0.0,3
JVASP-15781,0.0,0.0,2
JVASP-72663,0.0,0.0,4
JVASP-75765,0.0,0.0,3
JVASP-67763,0.0,0.0,3
JVASP-68148,0.0,0.0,4
JVASP-67635,0.0,0.0,4
JVASP-75583,0.0,0.0,4
JVASP-15310,0.0,0.0,5
JVASP-66848,0.0,0.0,3
JVASP-67937,0.0,0.0,4
JVASP-85765,0.807,0.807,18
JVASP-68881,0.0,0.0,4
JVASP-3768,4.411,4.411,5
JVASP-75613,0.0,0.0,3
JVASP-86422,0.0,0.0,12
JVASP-68395,0.0,0.0,4
JVASP-90617,0.0,0.0,8
JVASP-20090,0.0,0.0,8
JVASP-90847,1.65,1.65,8
JVASP-18466,0.106,0.106,8
JVASP-68002,0.0,0.0,4
JVASP-75732,0.0,0.0,4
JVASP-73927,0.0,0.0,4
JVASP-68514,0.0,0.0,4
JVASP-68449,0.0,0.0,3
JVASP-67561,0.0,0.0,4
JVASP-67251,0.0,0.0,3
JVASP-67682,0.0,0.0,3
JVASP-74023,0.0,0.0,4
JVASP-75585,0.0,0.0,3
JVASP-22712,3.616,3.616,9
JVASP-50351,6.206,6.206,16
JVASP-75733,0.0,0.0,4
JVASP-68685,0.0,0.0,4
JVASP-88791,1.737,1.737,8
JVASP-67161,0.0,0.0,3
JVASP-67883,0.0,0.0,4
JVASP-3498,2.161,2.161,7
JVASP-90575,0.0,0.0,8
JVASP-66942,0.0,0.0,3
JVASP-12025,0.028,0.028,3
JVASP-15080,0.0,0.0,3
JVASP-3591,2.161,2.161,9
JVASP-67311,0.0,0.0,4
JVASP-67800,0.004,0.004,6
JVASP-66852,0.0,0.0,3
JVASP-67162,0.0,0.0,3
JVASP-73310,0.0,0.0,4
JVASP-67636,0.0,0.0,3
JVASP-91932,1.002,1.002,8
JVASP-3687,5.806,5.806,6
JVASP-91513,6.854,6.854,8
JVASP-85352,4.025,4.025,8
JVASP-1729,3.928,3.928,4
JVASP-20064,0.059,0.059,2
JVASP-85519,4.331,4.331,8
JVASP-87091,5.525,5.525,14
JVASP-67801,0.0,0.0,4
JVASP-68886,0.0,0.0,4
JVASP-67563,0.0,0.0,3
JVASP-68515,0.0,0.0,4
JVASP-3342,1.514,1.514,7
JVASP-68817,0.0,0.0,4
JVASP-85914,3.768,3.768,7
JVASP-67683,0.0,0.0,3
JVASP-18581,0.0,0.0,3
JVASP-68066,0.0,0.0,3
JVASP-43987,0.0,0.0,18
JVASP-68452,0.0,0.0,4
JVASP-75885,0.0,0.0,4
JVASP-67513,0.0,0.0,3
JVASP-67888,0.0,0.0,4
JVASP-67022,0.0,0.0,3
JVASP-42764,0.0,0.0,18
JVASP-22676,7.576,7.576,4
JVASP-67163,0.0,0.0,4
JVASP-74031,0.0,0.0,4
JVASP-91554,2.007,2.007,8
JVASP-3771,2.216,2.216,9
JVASP-48431,0.0,0.0,6
JVASP-90803,1.409,1.409,8
JVASP-68265,0.0,0.0,4
JVASP-86547,6.458,6.458,18
JVASP-85699,0.0,0.0,5
JVASP-67600,0.0,0.0,4
JVASP-67940,0.0,0.0,4
JVASP-3501,2.286,2.286,5
JVASP-73358,0.0,0.0,4
JVASP-67418,0.0,0.0,4
JVASP-1975,2.149,2.149,4
JVASP-67725,0.0,0.0,3
JVASP-68516,0.51,0.51,4
JVASP-68887,0.0,0.0,4
JVASP-72739,0.0,0.0,4
JVASP-67684,1.185,1.185,3
JVASP-86772,0.761,0.761,8
JVASP-67639,0.0,0.0,3
JVASP-68818,0.0,0.0,4
JVASP-53313,0.0,0.0,4
JVASP-48484,0.0,0.0,12
JVASP-75843,0.032,0.032,4
JVASP-86424,1.68,1.68,8
JVASP-74033,0.0,0.0,4
JVASP-88089,1.685,1.685,26
JVASP-68689,0.0,0.0,3
JVASP-75663,0.0,0.0,4
JVASP-68888,0.0,0.0,3
JVASP-68454,0.06,0.06,4
JVASP-1333,3.289,3.289,2
JVASP-68575,0.0,0.0,4
JVASP-68754,0.0,0.0,4
JVASP-87093,1.328,1.328,13
JVASP-50775,3.115,3.115,15
JVASP-68068,0.0,0.0,4
JVASP-62724,7.494,7.494,26
JVASP-67601,0.0,0.0,3
JVASP-68630,0.0,0.0,4
JVASP-75480,0.0,0.0,4
JVASP-22713,2.774,2.774,7
JVASP-86714,9.029,9.029,12
JVASP-69722,0.0,0.0,4
JVASP-75706,0.0,0.0,4
JVASP-86087,3.019,3.019,15
JVASP-67420,0.0,0.0,3
JVASP-91597,0.0,0.0,8
JVASP-66854,0.0,0.0,3
JVASP-67943,0.0,0.0,4
JVASP-73944,0.0,0.0,4
JVASP-68271,0.0,0.0,4
JVASP-75815,0.0,0.0,4
JVASP-16093,0.0,0.0,6
JVASP-85353,4.571,4.571,6
JVASP-86892,2.687,2.687,8
JVASP-3774,7.562,7.562,7
JVASP-75590,0.0,0.0,6
JVASP-67517,0.0,0.0,4
JVASP-69536,0.0,0.0,4
JVASP-15486,0.0,0.0,4
JVASP-91933,0.824,0.824,8
JVASP-75844,0.0,0.0,3
JVASP-15599,0.0,0.0,5
JVASP-68518,0.0,0.0,4
JVASP-75523,0.377,0.377,3
JVASP-22677,4.221,4.221,3
JVASP-14634,0.0,0.0,9
JVASP-67803,0.0,0.0,3
JVASP-86824,2.654,2.654,16
JVASP-91985,3.774,3.774,8
JVASP-68337,0.0,0.0,4
JVASP-75889,0.0,0.0,4
JVASP-74034,0.0,0.0,4
JVASP-67166,0.0,0.0,3
JVASP-85840,0.0,0.0,6
JVASP-15647,0.0,0.0,4
JVASP-75707,0.0,0.0,4
JVASP-76275,0.0,0.0,10
JVASP-68210,0.0,0.0,4
JVASP-69723,0.097,0.097,4
JVASP-75622,0.0,0.0,4
JVASP-67428,0.0,0.0,3
JVASP-68458,0.0,0.0,4
JVASP-67644,0.0,0.0,4
JVASP-67604,0.0,0.0,4
JVASP-68820,0.0,0.0,4
JVASP-67727,0.0,0.0,6
JVASP-67844,0.0,0.0,6
JVASP-49746,3.661,3.661,11
JVASP-3348,2.717,2.717,8
JVASP-68522,0.0,0.0,4
JVASP-50093,2.792,2.792,6
JVASP-3594,5.444,5.444,6
JVASP-15058,0.0,0.0,2
JVASP-3780,3.906,3.906,6
JVASP-75848,0.0,0.0,4
JVASP-69641,0.283,0.283,4
JVASP-72790,0.0,0.0,4
JVASP-68585,0.0,0.0,4
JVASP-18838,0.0,0.0,4
JVASP-69469,0.0,0.0,4
JVASP-68759,0.0,0.0,4
JVASP-67806,0.0,0.0,3
JVASP-91736,0.0,0.0,8
JVASP-90621,0.0,0.0,8
JVASP-14923,1.634,1.634,4
JVASP-68408,0.0,0.0,4
JVASP-20091,0.0,0.0,2
JVASP-75778,0.0,0.0,4
JVASP-16222,0.0,0.0,8
JVASP-75562,0.0,0.0,3
JVASP-19870,0.059,0.059,7
JVASP-52354,4.223,4.223,12
JVASP-75820,0.0,0.0,3
JVASP-69724,0.0,0.0,4
JVASP-68013,0.0,0.0,4
JVASP-67728,0.0,0.0,4
JVASP-73956,0.0,0.0,4
JVASP-87166,3.883,3.883,10
JVASP-68461,0.0,0.0,4
JVASP-43812,0.0,0.0,13
JVASP-1909,2.014,2.014,4
JVASP-3906,4.445,4.445,6
JVASP-86715,2.899,2.899,18
JVASP-90850,2.607,2.607,8
JVASP-91556,1.911,1.911,8
JVASP-68900,0.0,0.0,4
JVASP-69869,0.0,0.0,4
JVASP-69803,0.0,0.0,4
JVASP-74044,0.0,0.0,4
JVASP-12172,0.002,0.002,10
JVASP-18405,0.366,0.366,3
JVASP-68212,0.0,0.0,4
JVASP-68586,0.0,0.0,3
JVASP-75595,0.0,0.0,3
JVASP-67320,0.0,0.0,4
JVASP-75821,0.0,0.0,4
JVASP-22679,5.277,5.277,9
JVASP-69726,0.67,0.67,3
JVASP-75850,0.0,0.0,4
JVASP-67772,0.0,0.0,4
JVASP-67894,0.0,0.0,4
JVASP-91697,1.203,1.203,8
JVASP-68705,0.0,0.0,4
JVASP-68523,0.0,0.0,4
JVASP-75486,0.0,0.0,3
JVASP-68275,0.0,0.0,4
JVASP-69870,0.226,0.226,4
JVASP-86827,0.696,0.696,8
JVASP-68636,0.0,0.0,4
JVASP-3600,1.58,1.58,6
JVASP-17257,0.0,0.0,7
JVASP-69929,0.0,0.0,4
JVASP-1309,2.882,2.882,2
JVASP-1852,1.751,1.751,4
JVASP-14796,0.0,0.0,6
JVASP-68760,0.0,0.0,5
JVASP-72807,0.0,0.0,4
JVASP-22726,0.966,0.966,4
JVASP-48251,0.0,0.0,17
JVASP-75628,0.0,0.0,3
JVASP-68462,0.0,0.0,4
JVASP-67647,0.0,0.0,3
JVASP-68214,0.0,0.0,4
JVASP-3783,2.176,2.176,7
JVASP-75597,0.0,0.0,4
JVASP-67773,0.0,0.0,3
JVASP-48720,0.0,0.0,12
JVASP-14598,0.0,0.0,2
JVASP-51292,0.0,0.0,3
JVASP-68017,0.0,0.0,4
JVASP-92246,3.256,3.256,8
JVASP-85998,3.28,3.28,8
JVASP-86427,2.068,2.068,7
JVASP-75781,0.0,0.0,4
JVASP-18441,0.0,0.0,5
JVASP-74129,0.0,0.0,4
JVASP-68342,0.0,0.0,4
JVASP-75487,0.0,0.0,4
JVASP-70279,0.0,0.0,4
JVASP-39306,0.0,0.0,14
JVASP-67574,0.0,0.0,3
JVASP-67730,0.0,0.0,3
JVASP-70109,0.0,0.0,4
JVASP-86554,4.648,4.648,18
JVASP-75631,0.0,0.0,3
JVASP-74135,0.0,0.0,4
JVASP-75567,0.0,0.0,4
JVASP-67895,0.0,0.0,4
JVASP-21215,2.965,2.965,9
JVASP-67849,0.0,0.0,4
JVASP-74046,0.0,0.0,3
JVASP-67810,0.0,0.0,3
JVASP-73958,0.0,0.0,4
JVASP-43813,0.0,0.0,14
JVASP-3294,1.552,1.552,8
JVASP-48497,2.086,2.086,12
JVASP-68078,0.0,0.0,4
JVASP-67608,0.0,0.0,3
JVASP-68215,0.0,0.0,4
JVASP-68707,0.0,0.0,4
JVASP-68164,0.0,0.0,4
JVASP-68831,0.0,0.0,3
JVASP-70351,0.0,0.0,3
JVASP-67775,0.0,0.0,3
JVASP-90807,7.014,7.014,8
JVASP-85355,0.0,0.0,15
JVASP-92192,0.0,0.0,8
JVASP-3351,1.75,1.75,8
JVASP-75783,0.0,0.0,3
JVASP-52356,3.728,3.728,4
JVASP-69735,0.0,0.0,4
JVASP-22680,2.908,2.908,7
JVASP-48122,0.0,0.0,12
JVASP-70027,0.0,0.0,5
JVASP-14967,0.0,0.0,4
JVASP-48915,0.0,0.0,14
JVASP-70651,0.0,0.0,4
JVASP-75601,0.0,0.0,3
JVASP-15311,0.0,0.0,5
JVASP-69475,0.0,0.0,4
JVASP-53954,7.722,7.722,3
JVASP-76199,0.0,0.0,4
JVASP-50815,4.816,4.816,20
JVASP-67731,0.0,0.0,4
JVASP-67951,0.0,0.0,4
JVASP-67850,0.0,0.0,3
JVASP-69941,0.0,0.0,4
JVASP-85702,0.0,0.0,5
JVASP-70731,0.0,0.0,4
JVASP-67811,0.0,0.0,4
JVASP-75717,0.0,0.0,3
JVASP-68469,0.0,0.0,4
JVASP-74137,0.0,0.0,4
JVASP-75858,0.136,0.136,4
JVASP-70806,0.0,0.0,3
JVASP-3198,1.281,1.281,8
JVASP-68834,0.0,0.0,4
JVASP-68763,0.0,0.0,4
JVASP-68021,0.0,0.0,4
JVASP-44268,1.39,1.39,20
JVASP-69566,0.0,0.0,4
JVASP-68217,0.0,0.0,4
JVASP-68588,0.0,0.0,4
JVASP-70842,0.0,0.0,4
JVASP-75678,0.0,0.0,3
JVASP-75785,0.0,0.0,4
