jid,formation_energy_peratom,target,num_atoms
JVASP-28831,-0.47042,-0.47042,12
JVASP-61048,-1.58281,-1.58281,24
JVASP-34405,-1.45583,-1.45583,22
JVASP-34294,0.03381,0.03381,6
JVASP-123865,-0.15469,-0.15469,6
JVASP-103045,-0.29842,-0.29842,6
JVASP-101897,-0.49476,-0.49476,32
JVASP-118402,0.32629,0.32629,3
JVASP-16631,-0.60833,-0.60833,6
JVASP-138081,0.32447,0.32447,3
JVASP-105569,0.16796,0.16796,5
JVASP-90780,0.59556,0.59556,8
JVASP-133354,-2.62565,-2.62565,12
JVASP-53166,-0.63881,-0.63881,7
JVASP-64088,0.86808,0.86808,6
JVASP-100809,-0.26326,-0.26326,6
JVASP-69742,0.76398,0.76398,4
JVASP-31839,-0.53023,-0.53023,9
JVASP-16420,-0.58047,-0.58047,9
JVASP-45912,-2.8848,-2.8848,14
JVASP-152295,-0.72152,-0.72152,12
JVASP-107994,-0.5332,-0.5332,4
JVASP-100205,-0.24252,-0.24252,6
JVASP-67772,0.06402,0.06402,4
JVASP-28753,-0.8598,-0.8598,12
JVASP-38643,0.30674,0.30674,8
JVASP-141555,-1.0458,-1.0458,26
JVASP-149947,-0.23551,-0.23551,8
JVASP-117626,-1.11827,-1.11827,4
JVASP-51718,-1.56731,-1.56731,18
JVASP-36475,-0.78745,-0.78745,5
JVASP-149082,-0.31291,-0.31291,6
JVASP-56825,-0.84186,-0.84186,13
JVASP-74423,0.75172,0.75172,4
JVASP-40140,-1.34343,-1.34343,24
JVASP-65144,0.15003,0.15003,3
JVASP-69086,-0.2692,-0.2692,4
JVASP-102268,-1.28891,-1.28891,10
JVASP-151523,-3.24979,-3.24979,10
JVASP-125069,1.06759,1.06759,4
JVASP-85546,-0.67338,-0.67338,12
JVASP-51146,0.63752,0.63752,3
JVASP-2937,-0.51047,-0.51047,8
JVASP-121981,-0.46407,-0.46407,15
JVASP-45977,-0.15143,-0.15143,18
JVASP-112913,-1.75153,-1.75153,24
JVASP-119229,-0.59949,-0.59949,22
JVASP-71149,-0.28217,-0.28217,4
JVASP-144778,-2.26239,-2.26239,29
JVASP-139235,0.0487,0.0487,4
JVASP-111336,-0.70796,-0.70796,8
JVASP-118686,-0.52341,-0.52341,3
JVASP-95186,-0.41574,-0.41574,24
JVASP-128575,-0.03353,-0.03353,2
JVASP-101053,-0.562,-0.562,8
JVASP-60092,-1.89548,-1.89548,80
JVASP-8128,-1.1264,-1.1264,8
JVASP-129043,-0.25606,-0.25606,2
JVASP-78275,0.09621,0.09621,2
JVASP-135580,-0.2885,-0.2885,4
JVASP-99439,-0.72954,-0.72954,9
JVASP-143830,-1.89957,-1.89957,28
JVASP-134327,-0.75333,-0.75333,5
JVASP-91575,-0.393,-0.393,8
JVASP-123265,0.04738,0.04738,4
JVASP-81195,-0.46502,-0.46502,4
JVASP-86548,-1.78816,-1.78816,12
JVASP-66724,-0.38386,-0.38386,3
JVASP-27230,-2.99037,-2.99037,32
JVASP-108934,-0.03128,-0.03128,4
JVASP-130742,0.06057,0.06057,9
JVASP-128303,3.29678,3.29678,2
JVASP-79049,-0.34748,-0.34748,4
JVASP-18362,-0.42732,-0.42732,4
JVASP-112315,-1.32973,-1.32973,20
JVASP-65501,0.62196,0.62196,4
JVASP-118485,-2.42316,-2.42316,4
JVASP-133486,-2.26761,-2.26761,22
JVASP-17421,-0.47923,-0.47923,8
JVASP-74985,0.31733,0.31733,4
JVASP-15842,-0.20784,-0.20784,2
JVASP-17224,-0.4108,-0.4108,5
JVASP-35942,-1.07444,-1.07444,6
JVASP-157710,-0.87986,-0.87986,9
JVASP-103881,-0.56367,-0.56367,30
JVASP-122405,-1.9296,-1.9296,24
JVASP-64784,0.49424,0.49424,6
JVASP-42936,-1.58646,-1.58646,14
JVASP-16348,0.2448,0.2448,3
JVASP-128583,0.16179,0.16179,2
JVASP-35507,-2.15144,-2.15144,7
JVASP-139947,-0.50236,-0.50236,14
JVASP-100984,-0.0708,-0.0708,6
JVASP-102225,-0.58235,-0.58235,10
JVASP-55177,-1.51346,-1.51346,24
JVASP-9253,-2.14676,-2.14676,16
JVASP-99447,-0.24178,-0.24178,6
JVASP-1687,-0.60724,-0.60724,3
JVASP-105758,-0.33915,-0.33915,4
JVASP-114763,-0.14068,-0.14068,4
JVASP-20824,-0.52411,-0.52411,10
JVASP-14090,-0.72742,-0.72742,10
JVASP-111658,-1.9033,-1.9033,18
JVASP-2026,-0.37275,-0.37275,3
JVASP-41315,-0.35389,-0.35389,4
JVASP-35990,-0.05048,-0.05048,2
JVASP-29304,-0.45042,-0.45042,40
JVASP-152599,-0.9467,-0.9467,12
JVASP-129914,0.2133,0.2133,3
JVASP-149921,-0.65442,-0.65442,8
JVASP-145363,-2.75991,-2.75991,14
JVASP-75876,1.71204,1.71204,4
JVASP-150101,-0.51312,-0.51312,8
JVASP-85195,-0.38695,-0.38695,6
JVASP-79442,-0.15912,-0.15912,4
JVASP-39080,-0.39147,-0.39147,5
JVASP-127527,0.39563,0.39563,2
JVASP-107857,-2.1739,-2.1739,10
JVASP-115301,-2.21829,-2.21829,4
JVASP-71860,0.25044,0.25044,4
JVASP-8328,1.30779,1.30779,2
JVASP-142941,-2.35775,-2.35775,26
JVASP-115101,-0.58543,-0.58543,4
JVASP-13283,-1.72422,-1.72422,14
JVASP-99877,-1.30639,-1.30639,10
JVASP-138795,1.52847,1.52847,3
JVASP-36090,-0.23111,-0.23111,28
JVASP-41278,-0.72524,-0.72524,4
JVASP-25127,0.3793,0.3793,1
JVASP-144317,-0.2979,-0.2979,30
JVASP-39128,-0.37635,-0.37635,4
JVASP-144057,-1.4919,-1.4919,30
JVASP-127707,0.4826,0.4826,4
JVASP-149234,-0.5581,-0.5581,6
JVASP-109599,-0.35264,-0.35264,4
JVASP-80320,2.19283,2.19283,4
JVASP-10490,-3.19167,-3.19167,12
JVASP-133877,-1.52923,-1.52923,2
JVASP-106587,-2.96866,-2.96866,5
JVASP-68353,-0.01249,-0.01249,4
JVASP-125543,-0.35746,-0.35746,4
JVASP-70899,0.68599,0.68599,4
JVASP-134082,0.75915,0.75915,3
JVASP-99545,-3.06668,-3.06668,10
JVASP-133445,0.17323,0.17323,12
JVASP-121928,-2.66823,-2.66823,28
JVASP-36396,-0.59945,-0.59945,3
JVASP-51213,0.65641,0.65641,3
JVASP-147596,-2.33561,-2.33561,20
JVASP-17407,-0.18657,-0.18657,6
JVASP-9455,-1.96482,-1.96482,16
JVASP-120551,-1.69285,-1.69285,28
JVASP-119152,-3.36072,-3.36072,20
JVASP-30359,-0.95819,-0.95819,18
JVASP-41253,-0.46373,-0.46373,4
JVASP-116677,-1.5818,-1.5818,14
JVASP-95050,-0.97976,-0.97976,6
JVASP-152298,-2.84921,-2.84921,12
JVASP-69138,0.04209,0.04209,4
JVASP-29039,-0.42502,-0.42502,12
JVASP-36889,-2.6224,-2.6224,5
JVASP-151915,-2.09316,-2.09316,12
JVASP-154544,-0.34631,-0.34631,16
JVASP-69134,0.26361,0.26361,4
JVASP-111631,-2.09536,-2.09536,20
JVASP-8045,-0.42744,-0.42744,4
JVASP-97956,-0.66125,-0.66125,84
JVASP-34887,0.33211,0.33211,12
JVASP-133421,-2.80085,-2.80085,18
JVASP-101551,-0.90148,-0.90148,4
JVASP-15089,-0.54696,-0.54696,5
JVASP-12051,-1.96668,-1.96668,6
JVASP-20548,-0.32766,-0.32766,6
JVASP-25109,0.07614,0.07614,2
JVASP-57388,-1.4233,-1.4233,16
JVASP-148786,0.01091,0.01091,1
JVASP-108819,-0.43056,-0.43056,4
JVASP-111954,-0.97645,-0.97645,12
JVASP-97586,-1.28242,-1.28242,16
JVASP-152114,-2.23651,-2.23651,12
JVASP-147070,-0.62078,-0.62078,12
JVASP-66210,0.72222,0.72222,6
JVASP-116088,-2.51444,-2.51444,5
JVASP-5590,0.0111,0.0111,28
JVASP-39934,-0.35772,-0.35772,4
JVASP-152864,-1.21494,-1.21494,14
JVASP-119413,-1.77431,-1.77431,13
JVASP-134199,-1.89782,-1.89782,5
JVASP-109166,-0.35304,-0.35304,4
JVASP-102163,-1.50756,-1.50756,4
JVASP-17183,-0.4722,-0.4722,3
JVASP-145635,-2.06838,-2.06838,28
JVASP-136727,-0.12049,-0.12049,3
JVASP-138665,-0.52311,-0.52311,3
JVASP-8376,-1.43062,-1.43062,7
JVASP-141962,-2.43009,-2.43009,26
JVASP-111570,-2.81419,-2.81419,26
JVASP-118352,-1.68738,-1.68738,5
JVASP-97423,-1.21337,-1.21337,72
JVASP-105428,-0.55251,-0.55251,6
JVASP-85483,-1.54542,-1.54542,14
JVASP-50403,-1.73962,-1.73962,28
JVASP-85770,-2.40563,-2.40563,9
JVASP-91873,-0.06597,-0.06597,8
JVASP-113751,-0.2256,-0.2256,5
JVASP-102662,-0.37439,-0.37439,9
JVASP-155260,-0.13702,-0.13702,7
JVASP-36427,-1.58152,-1.58152,2
JVASP-111116,-1.6835,-1.6835,9
JVASP-98030,-0.7658,-0.7658,14
JVASP-112891,-1.17545,-1.17545,20
JVASP-3861,-3.27424,-3.27424,6
JVASP-111745,-0.23424,-0.23424,24
JVASP-16399,-0.95684,-0.95684,9
JVASP-38421,0.19841,0.19841,4
JVASP-101489,-1.40041,-1.40041,10
JVASP-94897,-0.41322,-0.41322,7
JVASP-75672,0.46019,0.46019,4
JVASP-109402,-0.3325,-0.3325,8
JVASP-149972,-0.04209,-0.04209,8
JVASP-75716,0.22941,0.22941,4
JVASP-41937,-0.21012,-0.21012,4
JVASP-117799,-0.20492,-0.20492,3
JVASP-154908,-1.47547,-1.47547,20
JVASP-143184,-2.16072,-2.16072,20
JVASP-75642,0.32284,0.32284,4
JVASP-111660,-3.67376,-3.67376,11
JVASP-144549,-1.97472,-1.97472,26
JVASP-156163,-0.37184,-0.37184,8
JVASP-71734,0.00134,0.00134,4
JVASP-45378,-2.99624,-2.99624,28
JVASP-101246,-0.71771,-0.71771,5
JVASP-74219,0.32284,0.32284,4
JVASP-42256,-2.56836,-2.56836,6
JVASP-104135,0.05088,0.05088,30
JVASP-122895,-0.00411,-0.00411,4
JVASP-118103,0.31985,0.31985,3
JVASP-35227,-2.00715,-2.00715,12
JVASP-151267,-0.32909,-0.32909,12
JVASP-30425,-0.17789,-0.17789,12
JVASP-121409,-0.40304,-0.40304,12
JVASP-30618,-2.31913,-2.31913,10
JVASP-60766,-0.85579,-0.85579,6
JVASP-146589,-2.04057,-2.04057,24
JVASP-147500,-0.90632,-0.90632,17
JVASP-156367,-0.56635,-0.56635,3
JVASP-38223,1.17748,1.17748,4
JVASP-144832,-3.07591,-3.07591,15
JVASP-18868,-0.10165,-0.10165,3
JVASP-38228,1.17622,1.17622,4
JVASP-125776,-0.11851,-0.11851,4
JVASP-31161,-0.87575,-0.87575,3
JVASP-45934,-2.31889,-2.31889,16
JVASP-39335,0.15446,0.15446,4
JVASP-125818,0.3754,0.3754,4
JVASP-64684,0.70026,0.70026,6
JVASP-91341,-0.30483,-0.30483,22
JVASP-123237,0.49006,0.49006,4
JVASP-19732,-0.86086,-0.86086,6
JVASP-64882,0.46592,0.46592,6
JVASP-3507,-0.59281,-0.59281,7
JVASP-156435,-0.05169,-0.05169,3
JVASP-123619,-0.76647,-0.76647,4
JVASP-119949,0.53185,0.53185,3
JVASP-16810,-0.65688,-0.65688,6
JVASP-119710,-2.82335,-2.82335,22
JVASP-87161,-3.69277,-3.69277,80
JVASP-98510,-1.06493,-1.06493,20
JVASP-79330,-0.17962,-0.17962,4
JVASP-94137,0.11924,0.11924,8
JVASP-119068,-3.05407,-3.05407,16
JVASP-18647,0.18761,0.18761,3
JVASP-19880,-0.76908,-0.76908,6
JVASP-9142,-2.38316,-2.38316,11
JVASP-44467,-3.02446,-3.02446,26
JVASP-111852,-1.38316,-1.38316,14
JVASP-147473,-0.67757,-0.67757,20
JVASP-136878,0.15082,0.15082,3
JVASP-157460,0.09316,0.09316,4
JVASP-51075,-2.46284,-2.46284,14
JVASP-61967,-0.91396,-0.91396,6
JVASP-79609,1.20924,1.20924,4
JVASP-43799,-2.79626,-2.79626,20
JVASP-152883,0.07385,0.07385,14
JVASP-101776,-0.17072,-0.17072,4
JVASP-142498,-0.94293,-0.94293,28
JVASP-59761,-0.29853,-0.29853,12
JVASP-92288,-2.04739,-2.04739,5
JVASP-124606,-0.60141,-0.60141,8
JVASP-42101,-0.23703,-0.23703,4
JVASP-93864,-0.23004,-0.23004,6
JVASP-145264,-0.94381,-0.94381,16
JVASP-70818,0.39915,0.39915,4
JVASP-79565,1.46386,1.46386,4
JVASP-50036,-1.33414,-1.33414,24
JVASP-57722,-2.28247,-2.28247,22
JVASP-116506,-1.87195,-1.87195,28
JVASP-125659,0.15433,0.15433,4
JVASP-121044,-2.41299,-2.41299,4
JVASP-67166,0.15078,0.15078,3
JVASP-55320,-2.68425,-2.68425,20
JVASP-151550,-0.40889,-0.40889,10
JVASP-118536,0.46037,0.46037,3
JVASP-79489,-0.11267,-0.11267,4
JVASP-149251,0.09508,0.09508,6
JVASP-51305,0.66493,0.66493,4
JVASP-105689,-1.39418,-1.39418,10
JVASP-106805,-0.30408,-0.30408,8
JVASP-135597,-0.0847,-0.0847,3
JVASP-35324,-0.07444,-0.07444,6
JVASP-115420,0.78258,0.78258,3
JVASP-91540,-0.64737,-0.64737,8
JVASP-85878,-3.69111,-3.69111,19
JVASP-107866,-1.70252,-1.70252,10
JVASP-55735,-0.48167,-0.48167,22
JVASP-157247,-0.75148,-0.75148,4
JVASP-130673,0.06317,0.06317,9
JVASP-23292,-2.47102,-2.47102,30
JVASP-156858,-0.05506,-0.05506,4
JVASP-105088,-0.64619,-0.64619,9
JVASP-136734,0.20856,0.20856,6
JVASP-128961,0.20517,0.20517,4
JVASP-122451,-0.83533,-0.83533,24
JVASP-109262,-0.35028,-0.35028,4
JVASP-146085,-2.50786,-2.50786,30
JVASP-91115,0.6994,0.6994,4
JVASP-151964,-1.04106,-1.04106,12
JVASP-53347,-0.57892,-0.57892,10
JVASP-156749,0.01545,0.01545,2
JVASP-118217,0.45064,0.45064,3
JVASP-112212,-0.04845,-0.04845,50
JVASP-41367,-0.32996,-0.32996,4
JVASP-143622,-0.28515,-0.28515,24
JVASP-125864,0.49004,0.49004,4
JVASP-99489,-0.05513,-0.05513,4
JVASP-42497,-2.49927,-2.49927,16
JVASP-128104,0.47003,0.47003,4
JVASP-124055,-0.38113,-0.38113,4
JVASP-38460,-0.5208,-0.5208,5
JVASP-19900,-1.40818,-1.40818,2
JVASP-16727,-0.08309,-0.08309,3
JVASP-29786,-0.74463,-0.74463,5
JVASP-93722,0.10783,0.10783,6
JVASP-14722,-0.01576,-0.01576,8
JVASP-146440,-0.49942,-0.49942,12
JVASP-154419,-0.35621,-0.35621,16
JVASP-15846,0.11685,0.11685,1
JVASP-70817,-0.24518,-0.24518,4
JVASP-86878,-0.21501,-0.21501,5
JVASP-118019,-0.73205,-0.73205,3
JVASP-144712,-0.12194,-0.12194,26
JVASP-157238,-0.55574,-0.55574,4
JVASP-3831,-0.51235,-0.51235,8
JVASP-112269,-0.45428,-0.45428,14
JVASP-141046,-2.26105,-2.26105,27
JVASP-40216,-1.45082,-1.45082,28
JVASP-126837,1.29241,1.29241,2
JVASP-133882,-0.43803,-0.43803,3
JVASP-302,-0.48064,-0.48064,2
JVASP-132618,1.84796,1.84796,2
JVASP-2094,-1.82375,-1.82375,7
JVASP-46292,-2.17708,-2.17708,12
JVASP-111529,-0.17398,-0.17398,22
JVASP-140988,-2.97197,-2.97197,18
JVASP-86181,-1.60391,-1.60391,16
JVASP-9316,-1.2131,-1.2131,13
JVASP-143723,-2.14033,-2.14033,28
JVASP-91830,0.31754,0.31754,8
JVASP-29426,-0.54234,-0.54234,16
JVASP-114379,-0.12046,-0.12046,3
JVASP-78284,-0.43965,-0.43965,2
JVASP-101972,-0.30165,-0.30165,18
JVASP-150489,-0.59659,-0.59659,9
JVASP-82027,0.02456,0.02456,4
JVASP-17334,-0.14478,-0.14478,4
JVASP-74686,-0.15939,-0.15939,4
JVASP-92439,-3.1546,-3.1546,5
JVASP-152358,-0.53653,-0.53653,12
JVASP-92920,-0.05617,-0.05617,8
JVASP-115980,0.0219,0.0219,4
JVASP-74709,0.0252,0.0252,3
JVASP-106938,-0.35297,-0.35297,4
JVASP-74902,-0.58409,-0.58409,4
JVASP-149736,0.08067,0.08067,8
JVASP-58377,-0.01164,-0.01164,10
JVASP-17718,0.04708,0.04708,6
JVASP-16345,-0.35548,-0.35548,8
JVASP-39298,-0.38398,-0.38398,4
JVASP-138063,-0.7767,-0.7767,5
JVASP-96874,-0.67918,-0.67918,42
JVASP-104599,-0.14065,-0.14065,4
JVASP-85014,-0.57015,-0.57015,8
JVASP-75761,0.69165,0.69165,4
JVASP-134909,0.84186,0.84186,3
JVASP-150727,-0.50282,-0.50282,10
JVASP-93368,-2.12139,-2.12139,6
JVASP-110662,-2.16119,-2.16119,10
JVASP-103107,-0.23942,-0.23942,3
JVASP-145464,0.14905,0.14905,16
JVASP-65522,-0.42703,-0.42703,4
JVASP-146572,-2.45259,-2.45259,24
JVASP-116074,0.12001,0.12001,4
JVASP-109168,-0.5567,-0.5567,5
JVASP-123993,-0.2895,-0.2895,4
JVASP-37573,-1.07047,-1.07047,20
JVASP-100119,-2.94305,-2.94305,10
JVASP-128550,0.37432,0.37432,2
JVASP-39237,-0.56026,-0.56026,4
JVASP-100241,-0.73935,-0.73935,4
JVASP-15696,-0.55866,-0.55866,6
JVASP-64731,0.38453,0.38453,6
JVASP-125747,0.01607,0.01607,4
JVASP-85215,-0.70094,-0.70094,5
JVASP-55439,-1.95428,-1.95428,23
JVASP-68636,0.5671,0.5671,4
JVASP-146729,-1.09119,-1.09119,12
JVASP-156462,-0.29926,-0.29926,3
JVASP-78982,0.50931,0.50931,4
JVASP-100723,-0.65623,-0.65623,4
JVASP-145825,-0.49589,-0.49589,22
JVASP-147523,-1.1173,-1.1173,28
JVASP-138671,-0.46628,-0.46628,6
JVASP-127009,0.86625,0.86625,4
JVASP-56829,-0.40951,-0.40951,6
JVASP-42009,-0.39764,-0.39764,4
JVASP-75571,0.30597,0.30597,4
JVASP-106296,-0.56288,-0.56288,8
JVASP-116536,-2.50292,-2.50292,22
JVASP-74230,-0.34474,-0.34474,4
JVASP-22614,-2.85759,-2.85759,18
JVASP-112408,-1.51787,-1.51787,20
JVASP-10332,-1.88695,-1.88695,16
JVASP-40528,-0.31798,-0.31798,4
JVASP-89396,-1.12542,-1.12542,56
JVASP-155273,-0.30404,-0.30404,8
JVASP-36528,-0.17691,-0.17691,3
JVASP-121812,-1.71621,-1.71621,14
JVASP-37809,0.09227,0.09227,4
JVASP-91598,-0.3908,-0.3908,8
JVASP-90108,-0.61594,-0.61594,9
JVASP-52850,-0.94222,-0.94222,12
JVASP-52371,-3.3031,-3.3031,3
JVASP-12638,-1.39586,-1.39586,14
JVASP-133216,-2.21771,-2.21771,13
JVASP-117306,-0.99166,-0.99166,14
JVASP-14839,0.18253,0.18253,1
JVASP-41676,-0.98833,-0.98833,4
JVASP-41560,-2.20683,-2.20683,10
JVASP-86681,-0.52553,-0.52553,14
JVASP-13321,-2.28054,-2.28054,14
JVASP-100845,-0.42629,-0.42629,5
JVASP-135904,0.57311,0.57311,5
JVASP-36192,0.26398,0.26398,4
JVASP-69373,1.60348,1.60348,4
JVASP-155240,-1.29323,-1.29323,7
JVASP-35371,-2.62014,-2.62014,7
JVASP-20195,-0.37533,-0.37533,38
JVASP-120741,-2.19003,-2.19003,16
JVASP-61664,-0.67735,-0.67735,12
JVASP-103903,-0.7282,-0.7282,13
JVASP-152120,-0.71503,-0.71503,12
JVASP-9806,-1.22364,-1.22364,14
JVASP-143532,-0.36516,-0.36516,17
JVASP-11559,-2.08608,-2.08608,13
JVASP-38166,-0.22316,-0.22316,4
JVASP-136965,0.219,0.219,2
JVASP-147372,0.16908,0.16908,26
JVASP-113053,-0.41519,-0.41519,12
JVASP-145179,-0.53918,-0.53918,20
JVASP-128551,0.2792,0.2792,2
JVASP-45399,-1.24279,-1.24279,20
JVASP-18111,-0.36708,-0.36708,4
JVASP-127454,0.26,0.26,8
JVASP-110795,0.00047,0.00047,4
JVASP-92607,-2.33866,-2.33866,5
JVASP-91896,-0.03405,-0.03405,8
JVASP-137201,0.04551,0.04551,4
JVASP-52560,-3.59074,-3.59074,16
JVASP-69818,-0.02763,-0.02763,3
JVASP-28974,-0.40694,-0.40694,12
JVASP-129439,0.23278,0.23278,4
JVASP-126889,-0.04225,-0.04225,4
JVASP-133915,-0.34783,-0.34783,3
JVASP-35447,-1.25546,-1.25546,7
JVASP-30117,-2.31668,-2.31668,6
JVASP-25116,1.29585,1.29585,4
JVASP-103940,-1.26684,-1.26684,20
JVASP-16833,-0.50266,-0.50266,7
JVASP-16135,-1.42575,-1.42575,6
JVASP-140414,-0.2107,-0.2107,16
JVASP-117717,-1.31935,-1.31935,4
JVASP-129896,-0.0079,-0.0079,4
JVASP-80252,0.28083,0.28083,4
JVASP-64750,0.87642,0.87642,6
JVASP-107947,-0.55203,-0.55203,4
JVASP-44594,-2.12414,-2.12414,24
JVASP-126321,0.15579,0.15579,4
JVASP-86755,-0.21958,-0.21958,6
JVASP-12019,-0.92667,-0.92667,3
JVASP-80887,-0.50417,-0.50417,4
JVASP-69300,0.06647,0.06647,4
JVASP-125518,-0.03232,-0.03232,4
JVASP-136576,-3.53205,-3.53205,5
JVASP-71351,0.35715,0.35715,4
JVASP-63765,-0.60296,-0.60296,5
JVASP-146199,-2.9604,-2.9604,24
JVASP-12237,-3.09124,-3.09124,13
JVASP-64678,0.65604,0.65604,6
JVASP-37169,0.49249,0.49249,2
JVASP-86319,-0.78963,-0.78963,8
JVASP-65069,0.52886,0.52886,6
JVASP-35187,-2.33756,-2.33756,20
JVASP-22968,-0.8759,-0.8759,16
JVASP-128231,0.63772,0.63772,2
JVASP-145824,-3.0154,-3.0154,20
JVASP-16546,-0.21531,-0.21531,3
JVASP-115454,-0.95826,-0.95826,4
JVASP-50396,-2.59193,-2.59193,22
JVASP-41791,-0.20969,-0.20969,4
JVASP-61948,-0.2758,-0.2758,29
JVASP-119309,-1.79221,-1.79221,24
JVASP-118405,-0.81029,-0.81029,2
JVASP-119499,-2.60687,-2.60687,20
JVASP-71557,0.45627,0.45627,4
JVASP-101373,-0.63052,-0.63052,27
JVASP-87039,-1.1539,-1.1539,14
JVASP-95531,-3.17733,-3.17733,28
JVASP-16427,-0.40638,-0.40638,2
JVASP-122302,-2.19361,-2.19361,24
JVASP-85661,-0.60596,-0.60596,18
JVASP-37456,-0.26996,-0.26996,4
JVASP-42609,-2.41765,-2.41765,24
JVASP-135221,-0.3771,-0.3771,3
JVASP-117446,-1.06009,-1.06009,23
JVASP-67780,-0.00357,-0.00357,4
JVASP-122925,0.57957,0.57957,2
JVASP-95448,-3.07173,-3.07173,54
JVASP-24941,-1.62879,-1.62879,34
JVASP-96131,-0.67203,-0.67203,32
JVASP-35980,-1.14463,-1.14463,10
JVASP-116328,-2.3745,-2.3745,5
JVASP-151528,-1.71613,-1.71613,10
JVASP-91744,-0.15673,-0.15673,8
JVASP-3183,-2.23796,-2.23796,8
JVASP-91261,-2.21711,-2.21711,28
JVASP-61805,-0.27079,-0.27079,8
JVASP-13827,-2.78536,-2.78536,10
JVASP-107891,0.12522,0.12522,4
JVASP-118371,-1.38117,-1.38117,4
JVASP-109038,-0.2271,-0.2271,8
JVASP-113047,-0.2732,-0.2732,12
JVASP-141708,-0.16399,-0.16399,20
JVASP-97421,-0.50729,-0.50729,18
JVASP-22760,-0.52515,-0.52515,22
JVASP-106671,-2.83753,-2.83753,10
JVASP-42530,-1.93456,-1.93456,18
JVASP-19638,0.48389,0.48389,5
JVASP-3915,-1.98489,-1.98489,8
JVASP-21528,-2.20903,-2.20903,28
JVASP-43466,-1.65317,-1.65317,14
JVASP-36660,-1.32615,-1.32615,4
JVASP-85040,-0.02259,-0.02259,4
JVASP-16216,-0.19861,-0.19861,8
JVASP-145186,-0.716,-0.716,16
JVASP-149808,-3.35355,-3.35355,8
JVASP-79275,-0.1655,-0.1655,4
JVASP-139939,-0.67922,-0.67922,26
JVASP-79430,-0.24396,-0.24396,4
JVASP-138177,0.31842,0.31842,3
JVASP-67707,0.18236,0.18236,3
JVASP-15348,-0.11111,-0.11111,3
JVASP-12542,-1.35345,-1.35345,16
JVASP-74223,0.06243,0.06243,4
JVASP-96907,-0.62285,-0.62285,16
JVASP-134549,-1.39857,-1.39857,4
JVASP-157320,-0.05923,-0.05923,4
JVASP-35065,-1.03732,-1.03732,6
JVASP-152769,-0.24978,-0.24978,15
JVASP-66469,1.18868,1.18868,6
JVASP-94109,-0.03666,-0.03666,8
JVASP-46889,-2.1221,-2.1221,15
JVASP-23784,-2.02753,-2.02753,20
JVASP-36228,0.22043,0.22043,3
JVASP-103656,-0.90474,-0.90474,5
JVASP-104851,-0.30591,-0.30591,4
JVASP-90264,-0.79121,-0.79121,9
JVASP-70931,0.87331,0.87331,4
JVASP-135359,-0.42229,-0.42229,3
JVASP-943,-0.0,-0.0,1
JVASP-120067,-0.5755,-0.5755,3
JVASP-117518,1.27412,1.27412,2
JVASP-150794,-1.03098,-1.03098,10
JVASP-120370,2.28905,2.28905,2
JVASP-149984,-1.3906,-1.3906,8
JVASP-43582,-2.6383,-2.6383,24
JVASP-28457,-0.20266,-0.20266,9
JVASP-18276,-0.75325,-0.75325,7
JVASP-26076,-0.7422,-0.7422,21
JVASP-102220,-0.4037,-0.4037,4
JVASP-74449,0.41023,0.41023,6
JVASP-39367,-0.61669,-0.61669,4
JVASP-42045,-0.06577,-0.06577,8
JVASP-116468,-0.49744,-0.49744,11
JVASP-128021,0.05554,0.05554,4
JVASP-69591,0.66018,0.66018,4
JVASP-102455,-0.06351,-0.06351,2
JVASP-70414,0.24668,0.24668,4
JVASP-68002,1.12695,1.12695,4
JVASP-143798,-1.53141,-1.53141,21
JVASP-143167,-0.39118,-0.39118,18
JVASP-101283,-0.65931,-0.65931,5
JVASP-154928,-3.20456,-3.20456,20
JVASP-58891,-1.21741,-1.21741,24
JVASP-14968,-0.43878,-0.43878,6
JVASP-25017,-2.82131,-2.82131,18
JVASP-35395,-0.49364,-0.49364,7
JVASP-29308,-2.0053,-2.0053,8
JVASP-50280,-2.98143,-2.98143,20
JVASP-55521,-0.48938,-0.48938,20
JVASP-14007,0.10009,0.10009,12
JVASP-35022,0.54213,0.54213,6
JVASP-43070,-2.80463,-2.80463,14
JVASP-107712,-0.52876,-0.52876,10
JVASP-14834,0.0057,0.0057,1
JVASP-46162,-2.11202,-2.11202,20
JVASP-103028,0.03492,0.03492,4
JVASP-135595,0.17498,0.17498,3
JVASP-151781,0.73525,0.73525,12
JVASP-48692,-1.65221,-1.65221,12
JVASP-65216,0.94914,0.94914,6
JVASP-133932,-3.0403,-3.0403,5
JVASP-101240,-0.54013,-0.54013,10
JVASP-99740,0.03875,0.03875,1
JVASP-39434,-0.33288,-0.33288,24
JVASP-30298,-2.84596,-2.84596,30
JVASP-136386,0.6223,0.6223,3
JVASP-110466,-0.99276,-0.99276,4
JVASP-65744,0.73009,0.73009,4
JVASP-109636,-1.29959,-1.29959,5
JVASP-12640,-1.84677,-1.84677,18
JVASP-103810,-0.11275,-0.11275,34
JVASP-42816,-2.65754,-2.65754,18
JVASP-116861,-2.15347,-2.15347,14
JVASP-13862,-3.34738,-3.34738,24
JVASP-121261,-0.06643,-0.06643,3
JVASP-12648,-2.14151,-2.14151,10
JVASP-145615,-2.293,-2.293,24
JVASP-36820,-0.00576,-0.00576,8
JVASP-105932,-0.4149,-0.4149,9
