jid,ehull,target,num_atoms
JVASP-3837,0.0,0.0,6
JVASP-88851,0.0,0.0,38
JVASP-98022,0.0,0.0,16
JVASP-89054,0.0,0.0,20
JVASP-97778,0.0,0.0,22
JVASP-64718,0.8474,0.8474,6
JVASP-90821,0.0027,0.0027,8
JVASP-90721,0.0,0.0,8
JVASP-85936,0.0,0.0,19
JVASP-64973,0.4099,0.4099,4
JVASP-65097,1.8044,1.8044,6
JVASP-97604,0.1392,0.1392,36
JVASP-85300,0.0461,0.0461,5
JVASP-65132,0.219,0.219,4
JVASP-86218,0.0804,0.0804,16
JVASP-62215,0.0197,0.0197,23
JVASP-89986,0.2923,0.2923,9
JVASP-97406,0.8975,0.8975,12
JVASP-97532,0.5486,0.5486,30
JVASP-86285,0.0,0.0,7
JVASP-61194,0.123,0.123,20
JVASP-97829,0.0277,0.0277,16
JVASP-90054,0.0,0.0,9
JVASP-90865,0.4886,0.4886,8
JVASP-14876,0.0042,0.0042,4
JVASP-64313,1.3353,1.3353,6
JVASP-86164,0.0,0.0,13
JVASP-92036,0.0,0.0,8
JVASP-61472,0.0,0.0,12
JVASP-52566,0.0665,0.0665,16
JVASP-43768,0.0773,0.0773,12
JVASP-64934,0.3044,0.3044,6
JVASP-91803,0.0,0.0,8
JVASP-97955,0.227,0.227,42
JVASP-90778,0.1789,0.1789,8
JVASP-3183,0.0,0.0,8
JVASP-97882,0.0654,0.0654,50
JVASP-98473,0.0,0.0,22
JVASP-98205,0.0,0.0,30
JVASP-98776,0.033,0.033,48
JVASP-64894,0.3947,0.3947,6
JVASP-88387,0.0,0.0,26
JVASP-91663,0.0,0.0,8
JVASP-22519,0.2866,0.2866,8
JVASP-48663,0.0166,0.0166,16
JVASP-98408,0.0,0.0,40
JVASP-98066,0.0,0.0,68
JVASP-65052,0.2123,0.2123,6
JVASP-4924,0.3051,0.3051,4
JVASP-98125,0.2604,0.2604,20
JVASP-97657,0.0,0.0,32
JVASP-86514,0.0,0.0,5
JVASP-61992,0.0128,0.0128,5
JVASP-61695,0.0145,0.0145,24
JVASP-98530,0.0,0.0,19
JVASP-86687,0.032,0.032,15
JVASP-65221,1.5608,1.5608,6
JVASP-65263,0.2804,0.2804,6
JVASP-97313,0.0141,0.0141,60
JVASP-48402,0.0,0.0,24
JVASP-98589,0.097,0.097,23
JVASP-90459,0.309,0.309,8
JVASP-60886,0.0192,0.0192,46
JVASP-91572,0.2897,0.2897,8
JVASP-48320,0.0,0.0,20
JVASP-90355,0.0,0.0,9
JVASP-42450,0.1007,0.1007,9
JVASP-62883,0.0005,0.0005,5
JVASP-97607,0.0756,0.0756,28
JVASP-107761,0.1714,0.1714,4
JVASP-65297,0.6915,0.6915,6
JVASP-86914,0.0098,0.0098,8
JVASP-62733,0.0,0.0,36
JVASP-15834,0.2964,0.2964,6
JVASP-98320,0.0935,0.0935,52
JVASP-32226,0.0426,0.0426,26
JVASP-85675,0.0,0.0,15
JVASP-22563,0.0142,0.0142,5
JVASP-97533,0.3468,0.3468,24
JVASP-65187,0.4203,0.4203,4
JVASP-98876,0.3481,0.3481,40
JVASP-65009,1.2465,1.2465,6
JVASP-97699,0.0,0.0,24
JVASP-3402,0.0,0.0,5
JVASP-42735,0.0328,0.0328,28
JVASP-97409,0.0,0.0,12
JVASP-14843,0.0,0.0,4
JVASP-65098,0.7912,0.7912,6
JVASP-20086,0.0756,0.0756,8
JVASP-44528,0.0681,0.0681,14
JVASP-87117,0.0,0.0,18
JVASP-88729,0.0,0.0,30
JVASP-65363,0.7916,0.7916,4
JVASP-85378,0.0608,0.0608,10
JVASP-88181,0.0,0.0,36
JVASP-89911,0.0361,0.0361,9
JVASP-5314,0.0,0.0,12
JVASP-98779,0.2036,0.2036,24
JVASP-65148,0.1471,0.1471,3
JVASP-42324,0.0,0.0,25
JVASP-98027,0.0,0.0,15
JVASP-90548,0.006,0.006,8
JVASP-65134,0.4265,0.4265,6
JVASP-61474,0.0059,0.0059,24
JVASP-91899,0.1471,0.1471,8
JVASP-62220,0.0,0.0,29
JVASP-98257,0.007,0.007,68
JVASP-92212,0.0,0.0,8
JVASP-97459,0.0,0.0,36
JVASP-98409,0.0271,0.0271,30
JVASP-21524,0.0,0.0,30
JVASP-98474,0.0,0.0,14
JVASP-62407,0.0126,0.0126,20
JVASP-98206,0.0,0.0,18
JVASP-85573,0.1918,0.1918,12
JVASP-97314,0.0,0.0,22
JVASP-90180,0.0,0.0,9
JVASP-65053,0.7108,0.7108,6
JVASP-62579,0.5658,0.5658,20
JVASP-91950,0.0388,0.0388,8
JVASP-23439,0.0402,0.0402,16
JVASP-15075,0.0,0.0,2
JVASP-88025,0.0548,0.0548,20
JVASP-28361,0.3875,0.3875,8
JVASP-86741,0.0,0.0,10
JVASP-64974,0.8108,0.8108,4
JVASP-36936,0.0,0.0,10
JVASP-97658,0.0005,0.0005,20
JVASP-97887,0.0,0.0,26
JVASP-98531,0.0323,0.0323,24
JVASP-61218,0.0,0.0,12
JVASP-14961,0.0813,0.0813,3
JVASP-65265,1.2564,1.2564,6
JVASP-64936,0.1497,0.1497,6
JVASP-91756,0.0,0.0,8
JVASP-90246,0.0,0.0,9
JVASP-98067,0.0,0.0,28
JVASP-97363,0.0,0.0,38
JVASP-97832,0.0,0.0,36
JVASP-64895,0.1159,0.1159,4
JVASP-90822,0.5262,0.5262,8
JVASP-90722,0.1303,0.1303,8
JVASP-86041,0.0667,0.0667,10
JVASP-18545,0.0,0.0,6
JVASP-43539,0.0573,0.0573,28
JVASP-91531,0.0002,0.0002,8
JVASP-89307,0.0,0.0,6
JVASP-97701,0.0,0.0,18
JVASP-86860,0.0043,0.0043,8
JVASP-62003,0.0,0.0,12
JVASP-65189,2.1972,2.1972,6
JVASP-91619,0.0997,0.0997,8
JVASP-62885,0.4822,0.4822,7
JVASP-42817,0.1256,0.1256,15
JVASP-65149,1.4895,1.4895,6
JVASP-65099,0.3475,0.3475,6
JVASP-97779,0.0,0.0,68
JVASP-54353,0.2321,0.2321,6
JVASP-65298,1.2321,1.2321,6
JVASP-98475,0.0,0.0,20
JVASP-65135,0.6846,0.6846,6
JVASP-16045,1.5304,1.5304,5
JVASP-98639,0.0,0.0,72
JVASP-97410,0.017,0.017,40
JVASP-98028,0.0,0.0,36
JVASP-98126,0.0,0.0,30
JVASP-15221,0.0603,0.0603,4
JVASP-65055,0.8203,0.8203,6
JVASP-61481,0.0001,0.0001,9
JVASP-65367,0.321,0.321,4
JVASP-90055,1.1816,1.1816,9
JVASP-86109,0.0273,0.0273,6
JVASP-98780,0.0,0.0,36
JVASP-90593,0.2169,0.2169,8
JVASP-65222,0.8656,0.8656,6
JVASP-60888,0.0,0.0,12
JVASP-3840,0.0121,0.0121,6
JVASP-42552,0.0,0.0,18
JVASP-97461,0.1113,0.1113,36
JVASP-98412,0.1704,0.1704,32
JVASP-98207,0.0004,0.0004,10
JVASP-98259,0.086,0.086,52
JVASP-98879,0.0078,0.0078,28
JVASP-97536,0.0,0.0,56
JVASP-48818,0.0084,0.0084,18
JVASP-64937,0.3313,0.3313,6
JVASP-65266,0.4858,0.4858,6
JVASP-49786,0.0,0.0,18
JVASP-86453,0.0331,0.0331,14
JVASP-97315,0.0,0.0,11
JVASP-88595,0.0,0.0,28
JVASP-89987,0.0,0.0,9
JVASP-85814,0.0738,0.0738,12
JVASP-18657,0.0,0.0,3
JVASP-86390,0.0087,0.0087,18
JVASP-14999,0.0908,0.0908,3
JVASP-42240,0.0746,0.0746,14
JVASP-64897,0.5398,0.5398,6
JVASP-62413,0.0649,0.0649,28
JVASP-62221,0.0,0.0,23
JVASP-585,0.0146,0.0146,3
JVASP-98590,0.0002,0.0002,36
JVASP-107762,0.0071,0.0071,6
JVASP-22589,0.2635,0.2635,5
JVASP-90866,0.0515,0.0515,8
JVASP-65300,1.079,1.079,6
JVASP-65190,0.4315,0.4315,6
JVASP-89055,0.0,0.0,35
JVASP-65370,0.6256,0.6256,4
JVASP-97834,0.0,0.0,28
JVASP-18738,0.0,0.0,9
JVASP-97364,0.0039,0.0039,42
JVASP-65223,0.9542,0.9542,6
JVASP-65150,1.2322,1.2322,6
JVASP-61699,0.0,0.0,6
JVASP-86515,0.0,0.0,7
JVASP-87130,0.1602,0.1602,4
JVASP-88857,0.0214,0.0214,28
JVASP-65010,1.1726,1.1726,6
JVASP-43770,0.0694,0.0694,24
JVASP-65137,0.5472,0.5472,6
JVASP-48403,0.029,0.029,16
JVASP-5524,0.0,0.0,16
JVASP-97608,0.0505,0.0505,28
JVASP-42739,0.1627,0.1627,27
JVASP-86987,0.0,0.0,10
JVASP-65057,0.6725,0.6725,6
JVASP-64975,1.0931,1.0931,4
JVASP-60893,0.0,0.0,12
JVASP-15675,0.0,0.0,8
JVASP-62894,0.0037,0.0037,24
JVASP-90356,0.0756,0.0756,9
JVASP-97659,0.0,0.0,32
JVASP-98532,0.0317,0.0317,72
JVASP-98260,0.0325,0.0325,10
JVASP-88389,0.0,0.0,20
JVASP-85872,0.0,0.0,10
JVASP-85723,0.0436,0.0436,19
JVASP-97956,0.0045,0.0045,84
JVASP-97780,0.0,0.0,56
JVASP-64938,0.6818,0.6818,6
JVASP-97892,0.0,0.0,32
JVASP-98210,0.0,0.0,12
JVASP-65267,1.4494,1.4494,6
JVASP-86286,0.0,0.0,10
JVASP-98641,0.2055,0.2055,50
JVASP-97704,0.0,0.0,54
JVASP-98413,0.2174,0.2174,40
JVASP-61252,0.0,0.0,9
JVASP-98880,0.0,0.0,28
JVASP-65426,0.3975,0.3975,4
JVASP-90460,0.1584,0.1584,8
JVASP-98029,0.0,0.0,24
JVASP-46874,0.1618,0.1618,10
JVASP-97463,0.0,0.0,72
JVASP-62006,0.0,0.0,5
JVASP-91857,0.0,0.0,8
JVASP-62580,0.1686,0.1686,18
JVASP-86791,0.2792,0.2792,17
JVASP-88187,0.0,0.0,24
JVASP-14625,0.0,0.0,8
JVASP-89914,0.2702,0.2702,9
JVASP-3186,0.0,0.0,8
JVASP-98781,0.0,0.0,26
JVASP-43543,0.2821,0.2821,8
JVASP-86915,0.0,0.0,8
JVASP-85676,0.0449,0.0449,18
JVASP-98324,0.0,0.0,58
JVASP-14877,0.5188,0.5188,6
JVASP-61484,0.0417,0.0417,9
JVASP-98477,0.0205,0.0205,36
JVASP-87925,0.0,0.0,9
JVASP-98128,0.0,0.0,28
JVASP-91708,0.0,0.0,8
JVASP-86742,0.0,0.0,10
JVASP-90639,0.0015,0.0015,8
JVASP-47983,0.0553,0.0553,11
JVASP-90125,0.0266,0.0266,9
JVASP-86612,0.0,0.0,14
JVASP-62223,0.012,0.012,22
JVASP-87060,0.0,0.0,6
JVASP-50697,0.0075,0.0075,5
JVASP-65011,0.3989,0.3989,6
JVASP-65302,0.5967,0.5967,6
JVASP-5173,0.0,0.0,3
JVASP-65151,0.7331,0.7331,6
JVASP-65138,0.4104,0.4104,6
JVASP-97412,0.0,0.0,40
JVASP-15433,0.0,0.0,5
JVASP-97537,0.0457,0.0457,28
JVASP-107763,0.0004,0.0004,6
JVASP-14844,0.0,0.0,1
JVASP-28362,1.8785,1.8785,4
JVASP-60895,0.0,0.0,6
JVASP-65191,0.5935,0.5935,6
JVASP-91951,0.5152,0.5152,8
JVASP-42818,0.0,0.0,24
JVASP-92214,0.0,0.0,8
JVASP-65058,0.3761,0.3761,3
JVASP-90056,0.028,0.028,9
JVASP-65224,0.8489,0.8489,6
JVASP-90181,0.0973,0.0973,9
JVASP-49787,0.0301,0.0301,6
JVASP-91900,0.1593,0.1593,8
JVASP-64898,0.337,0.337,4
JVASP-42325,0.1093,0.1093,24
JVASP-90824,0.0,0.0,8
JVASP-90549,0.0,0.0,8
JVASP-20087,0.0,0.0,2
JVASP-15479,0.0,0.0,5
JVASP-19816,0.0,0.0,6
JVASP-14587,0.0,0.0,1
JVASP-15529,0.0,0.0,5
JVASP-98594,0.0,0.0,24
JVASP-91620,0.0477,0.0477,8
JVASP-91664,0.023,0.023,8
JVASP-87118,0.0,0.0,12
JVASP-97893,0.0,0.0,22
JVASP-65373,0.4671,0.4671,4
JVASP-61703,0.0,0.0,23
JVASP-22590,0.241,0.241,12
JVASP-98030,0.0111,0.0111,14
JVASP-86047,0.0,0.0,9
JVASP-98211,0.0,0.0,10
JVASP-98068,0.0664,0.0664,72
JVASP-97835,0.0,0.0,24
JVASP-97317,0.0,0.0,20
JVASP-92163,0.1267,0.1267,8
JVASP-62020,0.053,0.053,4
JVASP-62895,0.0139,0.0139,34
JVASP-65428,0.8247,0.8247,4
JVASP-12111,0.0,0.0,12
JVASP-97365,0.0,0.0,36
JVASP-85478,0.0068,0.0068,12
JVASP-97660,0.0,0.0,35
JVASP-43772,0.123,0.123,20
JVASP-48666,0.062,0.062,9
JVASP-12164,0.0,0.0,8
JVASP-64976,0.6575,0.6575,4
JVASP-86861,0.0015,0.0015,16
JVASP-90723,0.0652,0.0652,8
JVASP-48822,0.0,0.0,14
JVASP-42241,0.0525,0.0525,15
JVASP-98882,0.001,0.001,20
JVASP-97706,0.0,0.0,24
JVASP-64939,0.9938,0.9938,6
JVASP-97609,0.0,0.0,32
JVASP-90594,0.0389,0.0389,8
JVASP-65268,0.3106,0.3106,3
JVASP-62584,0.0,0.0,5
JVASP-98480,0.019,0.019,12
JVASP-86689,0.0,0.0,12
JVASP-97781,0.0,0.0,40
JVASP-89988,0.9442,0.9442,9
JVASP-88621,0.0,0.0,28
JVASP-97957,0.0,0.0,96
JVASP-87240,0.6666,0.6666,30
JVASP-86219,0.1337,0.1337,18
JVASP-90779,0.1432,0.1432,8
JVASP-98782,0.0066,0.0066,23
JVASP-97465,0.2971,0.2971,28
JVASP-42740,0.0,0.0,16
JVASP-62735,0.0,0.0,24
JVASP-65503,0.2766,0.2766,4
JVASP-90470,0.0091,0.0091,8
JVASP-85874,0.0,0.0,8
JVASP-3537,0.0,0.0,6
JVASP-85301,0.2632,0.2632,16
JVASP-86392,0.0001,0.0001,6
JVASP-3843,0.0,0.0,6
JVASP-65225,1.4076,1.4076,6
JVASP-4406,0.2323,0.2323,3
JVASP-98212,0.0088,0.0088,5
JVASP-61492,0.0168,0.0168,16
JVASP-61253,0.0077,0.0077,39
JVASP-48321,0.0497,0.0497,12
JVASP-98031,0.0,0.0,26
JVASP-107764,0.0873,0.0873,4
JVASP-90640,0.0,0.0,8
JVASP-65012,0.3043,0.3043,6
JVASP-65059,0.842,0.842,6
JVASP-85381,0.18,0.18,9
JVASP-98642,0.0,0.0,34
JVASP-98534,0.0,0.0,36
JVASP-86916,0.0,0.0,8
JVASP-88734,0.0086,0.0086,52
JVASP-98262,0.0,0.0,19
JVASP-98069,0.0,0.0,8
JVASP-65152,0.8883,0.8883,6
JVASP-97318,0.0,0.0,10
JVASP-85937,0.0596,0.0596,10
JVASP-90867,0.0406,0.0406,8
JVASP-15000,0.0,0.0,2
JVASP-98330,0.0,0.0,49
JVASP-88392,0.0,0.0,10
JVASP-91573,0.0418,0.0418,8
JVASP-14845,0.0,0.0,1
JVASP-62415,0.03,0.03,22
JVASP-91804,0.8824,0.8824,8
JVASP-60910,0.0,0.0,16
JVASP-65303,1.3169,1.3169,6
JVASP-65192,0.3268,0.3268,6
JVASP-43545,0.0598,0.0598,24
JVASP-85587,0.0225,0.0225,10
JVASP-14626,0.0,0.0,2
JVASP-15636,0.0071,0.0071,6
JVASP-98599,0.0,0.0,28
JVASP-65376,0.8223,0.8223,4
JVASP-91709,0.1054,0.1054,8
JVASP-86165,0.4033,0.4033,12
JVASP-97661,0.6572,0.6572,36
JVASP-86456,0.055,0.055,12
JVASP-91858,0.0,0.0,8
JVASP-62229,0.0311,0.0311,28
JVASP-65432,1.0317,1.0317,4
JVASP-97413,0.0,0.0,42
JVASP-62899,0.3273,0.3273,18
JVASP-91666,0.716,0.716,8
JVASP-90126,0.0,0.0,9
JVASP-88858,0.0,0.0,22
JVASP-86614,0.0604,0.0604,14
JVASP-97782,0.0,0.0,46
JVASP-97708,0.0391,0.0391,15
JVASP-16174,0.0,0.0,6
JVASP-97836,0.0,0.0,22
JVASP-85725,0.8001,0.8001,10
JVASP-64899,0.7198,0.7198,4
JVASP-86287,0.3333,0.3333,6
JVASP-91532,0.004,0.004,8
JVASP-42554,0.0607,0.0607,16
JVASP-64978,0.6096,0.6096,4
JVASP-47989,0.0195,0.0195,18
JVASP-86517,0.0823,0.0823,14
JVASP-88026,0.0,0.0,12
JVASP-97366,0.0,0.0,24
JVASP-91757,0.0,0.0,8
JVASP-98414,0.0967,0.0967,24
JVASP-90247,0.2748,0.2748,9
JVASP-90182,0.0,0.0,9
JVASP-91953,0.2654,0.2654,8
JVASP-65269,0.8941,0.8941,6
JVASP-65060,0.7028,0.7028,6
JVASP-97965,0.0,0.0,24
JVASP-98783,0.0,0.0,24
JVASP-98482,0.0,0.0,7
JVASP-97538,0.0257,0.0257,38
JVASP-43006,0.0,0.0,14
JVASP-86744,0.0,0.0,12
JVASP-42821,0.0863,0.0863,14
JVASP-61729,0.0272,0.0272,16
JVASP-98535,0.001,0.001,38
JVASP-98891,0.0044,0.0044,40
JVASP-97611,0.1994,0.1994,24
JVASP-50699,0.0281,0.0281,17
JVASP-62587,0.0,0.0,36
JVASP-62736,0.0301,0.0301,22
JVASP-97895,0.0,0.0,40
JVASP-37884,0.2709,0.2709,8
JVASP-48406,0.0513,0.0513,16
JVASP-87119,0.0,0.0,12
JVASP-49788,0.0,0.0,18
JVASP-64940,0.864,0.864,4
JVASP-107767,0.0,0.0,10
JVASP-65304,1.586,1.586,6
JVASP-90780,0.7161,0.7161,8
JVASP-91901,0.0852,0.0852,8
JVASP-98130,0.0,0.0,50
JVASP-22564,0.0034,0.0034,16
JVASP-97322,0.0,0.0,20
JVASP-86110,0.2128,0.2128,12
JVASP-98600,0.0067,0.0067,20
JVASP-65379,0.6341,0.6341,4
JVASP-90641,0.0,0.0,8
JVASP-65153,0.1561,0.1561,3
JVASP-89319,0.3488,0.3488,14
JVASP-65226,0.1626,0.1626,3
JVASP-14758,0.0001,0.0001,4
JVASP-22591,0.0005,0.0005,20
JVASP-64900,0.8014,0.8014,6
JVASP-98213,0.0,0.0,33
JVASP-65013,0.1964,0.1964,3
JVASP-21525,0.0,0.0,30
JVASP-42326,0.0746,0.0746,19
JVASP-98032,0.0,0.0,20
JVASP-98071,0.0,0.0,64
JVASP-65434,0.6222,0.6222,4
JVASP-65504,0.4338,0.4338,4
JVASP-15434,0.0117,0.0117,6
JVASP-90724,0.1069,0.1069,8
JVASP-16936,0.3723,0.3723,3
JVASP-89916,0.0,0.0,9
JVASP-97414,0.0019,0.0019,32
JVASP-46260,0.1249,0.1249,14
JVASP-88199,0.0,0.0,30
JVASP-62426,0.0,0.0,8
JVASP-91621,0.0,0.0,8
JVASP-48669,0.0329,0.0329,24
JVASP-14656,0.0,0.0,6
JVASP-98784,0.0,0.0,30
JVASP-14578,0.0272,0.0272,6
JVASP-88622,0.0194,0.0194,32
JVASP-65193,0.1508,0.1508,3
JVASP-92164,0.0,0.0,8
JVASP-65061,1.5526,1.5526,6
JVASP-3540,0.0,0.0,9
JVASP-42242,0.1475,0.1475,12
JVASP-60913,0.0,0.0,20
JVASP-90358,0.0365,0.0365,9
JVASP-86220,0.0,0.0,16
JVASP-90471,0.0,0.0,8
JVASP-98536,0.6241,0.6241,28
JVASP-85876,0.0009,0.0009,6
JVASP-98331,0.0,0.0,44
JVASP-61494,0.0,0.0,6
JVASP-62267,0.0,0.0,28
JVASP-98895,0.0,0.0,32
JVASP-14846,0.0,0.0,1
JVASP-98415,0.0,0.0,20
JVASP-48823,0.0981,0.0981,12
JVASP-43776,0.0796,0.0796,10
JVASP-90595,0.0,0.0,8
JVASP-86988,0.0,0.0,8
JVASP-87241,0.0,0.0,20
JVASP-86166,0.0294,0.0294,8
JVASP-97709,0.0,0.0,36
JVASP-42911,0.1938,0.1938,14
JVASP-42959,0.2026,0.2026,16
JVASP-89990,0.0,0.0,9
JVASP-22704,0.0093,0.0093,8
JVASP-5533,0.0105,0.0105,5
JVASP-97323,0.0,0.0,9
JVASP-97783,0.0,0.0,35
JVASP-89056,0.0,0.0,9
JVASP-87131,0.1285,0.1285,4
JVASP-86919,0.0,0.0,8
JVASP-45913,0.023,0.023,14
JVASP-64979,0.3589,0.3589,4
JVASP-62588,0.0302,0.0302,24
JVASP-98033,0.0,0.0,6
JVASP-65154,1.7204,1.7204,6
JVASP-87927,0.0,0.0,5
JVASP-47539,0.1678,0.1678,10
JVASP-65270,0.7936,0.7936,6
JVASP-15774,0.0,0.0,8
JVASP-86862,0.1157,0.1157,18
JVASP-97662,0.0597,0.0597,52
JVASP-65305,0.0568,0.0568,3
JVASP-97840,0.0,0.0,28
JVASP-65014,1.3969,1.3969,6
JVASP-65507,0.1866,0.1866,4
JVASP-48322,0.1093,0.1093,18
JVASP-86049,0.2338,0.2338,12
JVASP-97367,0.0,0.0,24
JVASP-97470,0.7422,0.7422,28
JVASP-65227,0.5527,0.5527,6
JVASP-97896,0.143,0.143,40
JVASP-28364,0.2379,0.2379,5
JVASP-92215,0.009,0.009,8
JVASP-85679,0.0159,0.0159,10
JVASP-88736,0.0528,0.0528,40
JVASP-64902,0.4573,0.4573,6
JVASP-98264,0.169,0.169,68
JVASP-61260,0.0,0.0,16
JVASP-88400,0.0,0.0,36
JVASP-61741,0.0,0.0,29
JVASP-42555,0.0,0.0,24
JVASP-15637,0.0,0.0,4
JVASP-86792,0.0,0.0,14
JVASP-14628,0.0,0.0,1
JVASP-15480,0.03,0.03,4
JVASP-90127,0.0,0.0,9
JVASP-15001,0.0,0.0,4
JVASP-62744,0.0,0.0,19
JVASP-98900,0.0,0.0,20
JVASP-1402,0.0,0.0,2
JVASP-85815,0.1358,0.1358,14
JVASP-91758,0.2987,0.2987,8
JVASP-97968,0.0,0.0,26
JVASP-16115,0.0,0.0,8
JVASP-61495,0.0,0.0,6
JVASP-3846,0.0,0.0,6
JVASP-98134,0.2545,0.2545,13
JVASP-86690,0.0205,0.0205,14
JVASP-98785,0.1604,0.1604,52
JVASP-64941,0.7247,0.7247,4
JVASP-65435,1.3487,1.3487,4
JVASP-85595,0.0208,0.0208,18
JVASP-98336,0.0,0.0,66
JVASP-90825,0.1264,0.1264,8
JVASP-91954,0.3141,0.3141,8
JVASP-62041,0.0035,0.0035,24
JVASP-86288,0.0,0.0,9
JVASP-14588,0.0,0.0,1
JVASP-43546,0.096,0.096,20
JVASP-90183,0.0,0.0,9
JVASP-42742,0.1106,0.1106,28
JVASP-90550,0.0563,0.0563,8
JVASP-65381,0.545,0.545,4
JVASP-18782,0.0,0.0,9
JVASP-98601,0.0904,0.0904,36
JVASP-62432,0.0361,0.0361,9
JVASP-91533,0.0,0.0,8
JVASP-5347,0.0007,0.0007,4
JVASP-98214,0.0,0.0,16
JVASP-16016,0.0,0.0,6
JVASP-42824,0.0385,0.0385,14
JVASP-62270,0.0436,0.0436,24
JVASP-88027,0.0,0.0,22
JVASP-14057,0.0233,0.0233,8
JVASP-97784,0.0,0.0,34
JVASP-88859,0.0023,0.0023,36
JVASP-90869,0.0,0.0,8
JVASP-90058,0.0,0.0,9
JVASP-87061,0.0364,0.0364,16
JVASP-91667,0.6334,0.6334,8
JVASP-90781,0.2602,0.2602,8
JVASP-85727,0.0,0.0,13
JVASP-1363,0.0,0.0,2
JVASP-90249,0.0525,0.0525,9
JVASP-65542,1.9841,1.9841,4
JVASP-97539,0.0,0.0,40
JVASP-91805,0.0757,0.0757,8
JVASP-65229,0.761,0.761,6
JVASP-98537,0.0175,0.0175,24
JVASP-65015,1.5446,1.5446,6
JVASP-64980,0.4314,0.4314,3
JVASP-86393,0.0,0.0,8
JVASP-48407,0.1515,0.1515,22
JVASP-48671,0.1237,0.1237,15
JVASP-98267,0.0,0.0,30
JVASP-47990,0.0699,0.0699,28
JVASP-107768,0.2853,0.2853,4
JVASP-65194,0.3766,0.3766,6
JVASP-97415,0.0,0.0,36
JVASP-22592,0.0752,0.0752,7
JVASP-91622,0.0575,0.0575,8
JVASP-86745,0.0,0.0,12
JVASP-91904,0.3178,0.3178,8
JVASP-48824,0.0175,0.0175,18
JVASP-97841,0.0346,0.0346,16
JVASP-43782,0.0298,0.0298,18
JVASP-98644,0.0,0.0,78
JVASP-65271,0.3153,0.3153,3
JVASP-60915,0.0,0.0,35
JVASP-43095,0.0316,0.0316,12
JVASP-12015,0.006,0.006,10
JVASP-89918,0.0509,0.0509,9
JVASP-98072,0.0,0.0,50
JVASP-65155,0.7384,0.7384,6
JVASP-14759,0.1091,0.1091,4
JVASP-61264,0.0077,0.0077,36
JVASP-87120,0.0354,0.0354,10
JVASP-88203,0.0,0.0,28
JVASP-97368,0.0,0.0,24
JVASP-62904,0.0,0.0,22
JVASP-50700,0.0445,0.0445,28
JVASP-65306,1.1207,1.1207,6
JVASP-42327,0.0951,0.0951,24
JVASP-98419,0.0,0.0,28
JVASP-18616,0.0178,0.0178,4
JVASP-92165,0.0125,0.0125,8
JVASP-90359,0.0296,0.0296,9
JVASP-65508,0.3562,0.3562,4
JVASP-22705,0.0,0.0,7
JVASP-64942,0.7431,0.7431,6
JVASP-97900,0.0,0.0,22
JVASP-97663,0.1122,0.1122,36
JVASP-98483,0.0,0.0,56
JVASP-90725,0.0,0.0,8
JVASP-62754,0.1383,0.1383,10
JVASP-64903,0.3788,0.3788,4
JVASP-85302,0.0,0.0,18
JVASP-85481,0.071,0.071,10
JVASP-90596,0.5738,0.5738,8
JVASP-91574,0.0,0.0,8
JVASP-86111,0.0,0.0,12
JVASP-98901,0.0209,0.0209,30
JVASP-65382,0.1866,0.1866,4
JVASP-98786,0.0,0.0,44
JVASP-97970,0.0,0.0,6
JVASP-42243,0.0,0.0,28
JVASP-89063,0.0,0.0,5
JVASP-62275,0.0238,0.0238,6
JVASP-14792,0.0,0.0,6
JVASP-97613,0.0007,0.0007,32
JVASP-97711,0.0591,0.0591,36
JVASP-28366,0.0,0.0,5
JVASP-87129,0.3009,0.3009,4
JVASP-97471,0.0,0.0,18
JVASP-98142,0.1963,0.1963,32
JVASP-97325,0.0,0.0,8
JVASP-86991,0.0,0.0,6
JVASP-98605,0.0732,0.0732,23
JVASP-48323,0.0,0.0,20
JVASP-14847,0.0,0.0,8
JVASP-107769,0.0301,0.0301,9
JVASP-85382,0.1825,0.1825,9
JVASP-61762,0.0,0.0,6
JVASP-15435,0.0,0.0,5
JVASP-62434,0.0,0.0,23
JVASP-91711,0.033,0.033,8
JVASP-90472,0.0732,0.0732,9
JVASP-85938,0.2675,0.2675,16
JVASP-65017,0.5311,0.5311,6
JVASP-61501,0.012,0.012,28
JVASP-62045,0.0186,0.0186,8
JVASP-98216,0.0,0.0,20
JVASP-97842,0.0,0.0,21
JVASP-5536,0.0023,0.0023,14
JVASP-65437,0.4966,0.4966,4
JVASP-65543,0.2772,0.2772,4
JVASP-42557,0.0,0.0,18
JVASP-65272,0.5006,0.5006,6
JVASP-98340,0.0062,0.0062,44
JVASP-65195,0.3414,0.3414,3
JVASP-98540,0.0,0.0,48
JVASP-98034,0.1591,0.1591,56
JVASP-86457,0.0,0.0,5
JVASP-43433,0.0959,0.0959,14
JVASP-17252,0.2192,0.2192,3
JVASP-65230,0.3233,0.3233,6
JVASP-60918,0.0315,0.0315,14
JVASP-97369,0.0,0.0,18
JVASP-65156,0.791,0.791,6
JVASP-98073,0.0887,0.0887,20
JVASP-65307,1.3259,1.3259,6
JVASP-97786,0.0,0.0,42
JVASP-88635,0.0227,0.0227,40
JVASP-86221,0.0,0.0,12
JVASP-64981,0.7524,0.7524,6
JVASP-97417,0.0,0.0,32
JVASP-3543,0.0,0.0,6
JVASP-91859,0.0234,0.0234,8
